"gene_id","832_M_281","832_M_BTK_217","832_N_273","832_N_BTK_209","832_P_289","832_P_BTK_225","832_T_297","832_T_BTK_233","833_M_280","833_M_BTK_216","833_N_272","833_N_BTK_208","833_P_288","833_P_BTK_224","833_T_296","833_T_BTK_232","entrez_id","transcript_id","gene_symbol"
173,16.24,8.19,7.03,3.45,436.37,49.39,14.91,12.81,2.16,5.91,0,1247.04,93.1,0,1.51,0,"388591","uc001amf.1,uc001amg.3,uc001amh.3,uc010nzp.1","RNF207"
174,9,0,45.42,7.47,259.62,45,19.26,6.78,3.35,0,0,862.18,26.87,0,0,0,"23463","uc001amk.3,uc001aml.3","ICMT"
175,0,2.29,0.95,2.87,21.07,7.61,4.01,0,0,0,0,156.93,6.09,0,0,0,"148645","uc031tnm.1","LINC00337"
176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"390992","uc009vly.2","HES3"
177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"387509","uc001amp.2","GPR153"
178,1,1,0,9,0,0,0,0,0,0,0,3,0,0,0,0,"11332","uc001amq.3,uc001amr.3,uc001ams.3,uc001amt.3,uc001amu.3","ACOT7"
179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc031tnn.1",NA
180,10.79,6.78,8.5,12.19,148,37.69,9.36,6.84,17.32,4.04,2.02,528.08,21.26,0,2.32,2.01,"54626","uc001amw.4,uc001amx.3","HES2"
181,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"83715","uc001amy.3,uc001amz.3","ESPN"
182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"100422975","uc021ofo.1","MIR4252"
183,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,"8718","uc001ana.3,uc001anb.3,uc001anc.3,uc001and.3,uc001ane.3,uc001anf.3,uc001ang.3,uc001anh.3,uc001ani.1,uc009vlz.3","TNFRSF25"
184,0,0,0,1,0,1.83,0,1,0.91,0,0,1.13,1.97,0,0,0,"57449","uc001anj.1,uc001ank.1,uc001anl.2,uc001anm.2,uc001ann.1,uc001ano.1,uc001anp.2,uc001anq.2,uc009vma.1,uc009vmb.2,uc010nzr.1,uc031plb.1","PLEKHG5"
185,124.86,82.88,72.8,98.17,2276.48,433.45,231.64,95.63,160.57,15.43,20.36,8512.7,473.31,4.32,30.17,6,"79707","uc001ans.3,uc010nzs.2","NOL9"
186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"80835","uc001ant.3,uc001anu.3,uc021ofp.1","TAS1R1"
187,8.44,1,5,2,165.83,34.77,2,58,9,0,0,1664,68,1,0,0,"3104","uc001anx.4,uc001any.2,uc009vmc.3,uc009vmd.3","ZBTB48"
188,7.57,2.09,4.95,0.46,203.83,78.16,23.67,10.92,25.07,1.3,0.99,1099.21,28.12,0,1,0,"9903","uc001anz.1,uc001aoa.3,uc009vme.3","KLHL21"
189,0,1,3,2,17,1,0,0,1,0,1,138,1,0,0,0,"148479","uc001aob.4","PHF13"
190,2,1,3,18,26.8,24.4,23,1,0,1,0,139.29,0,0,0,0,"90326","uc001aoc.3,uc001aod.3,uc001aoe.2","THAP3"
191,9,3,13,0,5.22,7.6,32,31,31,3,0,52.71,7,0,4,0,"55735","uc001aof.2,uc001aog.2,uc010nzu.1","DNAJC11"
192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc031tno.1",NA
193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"100505887","uc031tnp.1,uc031tnq.1","LOC100505887"
194,11,19.01,79,9.22,169,48.42,9.99,51,15,5,33,351,52.63,0,55,0,"23261","uc001aoh.3,uc001aoi.3,uc001aoj.3,uc001aok.4,uc009vmf.3,uc010nzv.1,uc021ofq.1,uc021ofr.1","CAMTA1"
195,93,14.11,56,0,3,61,47,0,0,0,0,43,0,0,0,0,"9341","uc001aol.3","VAMP3"
196,0,2.89,0,0,2,0,0,0,0,0,0,45,0,0,0,0,"8863","uc001aon.3,uc001aoo.4,uc001aop.4,uc009vmh.2,uc010nzw.3,uc031tnr.1","PER3"
197,0,9.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10911","uc001aoq.3,uc001aor.3,uc001aos.3","UTS2"
198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc031tns.1",NA
199,380.62,11.52,19.88,7.96,285.49,75.29,43.25,22.05,9.66,2.02,6.94,723.18,62.49,0,4.03,0,"3604","uc001aot.3","TNFRSF9"
200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc021ofs.1",NA
201,80.14,15,59.98,19.51,78,7,21.75,7.77,30,17.07,36,1148,13,3,2,0,"11315,NA","uc001aou.4,uc001aov.4,uc001aox.4,uc001aoy.1","PARK7,NA"
202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc031tnt.1",NA
203,0,0,1,0,1,0,1,0,0,0,0,95,0,0,0,0,"54206","uc001aoz.3,uc001apa.1","ERRFI1"
204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc031tnu.1",NA
205,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,"50651","uc001apb.3,uc001apc.3","SLC45A1"
206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc031tnv.1",NA
207,86,31,151.57,273.78,2462.15,147.13,80.03,95.97,204.74,22.53,0,4889.37,149.17,59,29.26,0,"473","uc001apd.3,uc001ape.3,uc001apf.3,uc001aph.1,uc010nzx.1","RERE"
208,0,0,1,0,1,3,0,0,0,0,0,89,0,0,0,0,NA,"uc001apg.1",NA
209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc031tnw.1",NA
210,266.36,72,152,0,305.42,63,55,18.98,19.29,20,0,868.73,100,2,121,0,"2023","uc001api.2,uc001apj.2,uc009vml.2","ENO1"
211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"102465436","uc031tnx.1","MIR6728"
212,2.64,0,0,3,14.21,0,0,0,11.71,0,1,13.27,0,0,0,0,"2023","uc009vmm.4","ENO1"
213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"100505975","uc021oft.1","ENO1-AS1"
214,1.01,0,3.06,0,48.4,0,1.99,0,0,0,0,8.98,4.47,0,0,0,"765","uc001apm.4,uc009vmn.4,uc021ofu.2,uc031plc.1,uc031pld.1","CA6"
215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"155184","uc009vmo.1","SLC2A7"
216,0,0,1,2,265.06,32,0,1,4,0,0,686,4,0,0,0,"6518","uc001apo.3,uc001app.4,uc010nzy.2,uc010nzz.2,uc010oaa.2,uc010oac.2,uc021ofv.1","SLC2A5"
217,16.23,11.74,12.33,12.79,332.61,85.55,45.87,13.92,16.1,7.16,0,970.11,86,1.86,7.11,0,"80045","uc001apq.1,uc001apr.3,uc010oad.1","GPR157"
218,1.01,3.79,0,0,166.17,0,5.32,0,0,1,0,171.69,2.88,0,19.72,0,NA,"uc001aps.3",NA
219,1.02,1,2.3,1.01,130.18,10.97,4.83,0,2.85,0,0,67.77,10.97,0,0,0,"NA,407040","uc009vmq.3,uc021ofw.1","NA,MIR34A"
220,10.53,15.43,14.41,26,706.34,45.59,26.91,17.91,11.49,0,2.21,2095.51,51.16,1,1,0,"9563","uc001apt.3,uc031tny.1","H6PD"
221,0,0,0,0,181,1,1,0,0,0,1,197,0,0,0,0,"80176","uc001apv.3,uc010oae.2","SPSB1"
222,1.33,1.63,4.93,0.99,37.36,14.6,14.94,7.54,0,0,0,173.14,5.59,0,0,0,"100506022","uc031tnz.1,uc031toa.1","LOC100506022"
223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc021ofx.1",NA
224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc031tob.1",NA
225,0,1,0,0,12,0,0,0,0,0,0,0,0,0,0,0,"84275","uc001apw.3","SLC25A33"
226,0,0,0,0,15,0,5,0,0,1,0,1124,27.05,0,1,0,"199953","uc001apy.3,uc021ofy.1,uc021ofz.1","TMEM201"
227,14.64,21.09,109.97,89.3,374.44,47.07,137.17,17.35,151.67,1.13,69.16,4951.38,34.76,0,51.46,1,"5293","uc001aqa.2,uc001aqb.4,uc001aqe.4,uc010oaf.2,uc021ogb.1","PIK3CD"
228,0,0,0,0,0,0,0,1,2,1,4.18,2040.65,1,0,0,0,"644997","uc001aqc.4","C1orf200"
229,2,0,2,6,9,2,29,1,0,0,0,0,24,0,7,0,NA,"uc021oga.1",NA
230,214.03,9.67,2,32.96,530.17,1,141.02,109.98,1.67,0,0,2034,21.07,0,0,0,"22883","uc001aqf.3,uc001aqh.3,uc001aqi.3,uc010oag.2","CLSTN1"
231,1.78,0,0,0,5,0,0,0,0,0,0,10,0,0,0,0,"56998","uc001aqk.1,uc001aql.1","CTNNBIP1"
232,62.82,7,4,2,12.55,23.69,12,3,4,1.52,0,107,1,0,7,0,"84328","uc001aqm.3,uc001aqo.3,uc009vmr.3,uc010oah.2","LZIC"
233,27.94,12.34,22.89,28.97,603.13,115.07,64.82,32.5,31.61,19.34,3.75,3772.01,98.03,3.57,10.3,0,"64802","uc001aqp.3","NMNAT1"
234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"100847055","uc031toc.1","MIR5697"
235,0,0,5.06,0,2.26,1.36,1,1,0.89,0,0,0,0,0,0,0,"116362","uc001aqq.3,uc009vms.3","RBP7"
236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc031tod.1",NA
237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc031toe.1",NA
238,8,13.09,34,77.8,2270.72,203.1,84.35,50.27,53,0,1,4743,107.02,1,16,0,"10277","uc001aqr.4,uc001aqs.4,uc001aqu.3,uc010oai.2,uc010oaj.2,uc021ogc.1","UBE4B"
239,14.87,11.73,20.39,9.51,668.92,129.34,92.84,26.77,36.03,0,3.2,1253.9,68.86,2.8,5.3,0,"23095","uc001aqv.4,uc001aqw.4,uc001aqx.4,uc001aqy.3,uc001aqz.3,uc001ara.3,uc001arb.3,uc009vmt.3","KIF1B"
240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"100422970","uc031tof.1","MIR1273D"
241,0.9,0,0.62,0.5,2.31,1,1.06,1,0,0,0,3,0.17,0,0.5,0,"26827","uc031tog.1","RNU6-1"
242,9,4,13,5,195,6,36,0,0,0,0,192,3,0,0,0,"5226","uc001arc.3,uc010oak.2","PGD"
243,0,0,1,0,2,0,0,2,0,0,0,29,0,0,80,0,"378708,100526739,1325","uc001are.3,uc001arf.3,uc001ari.4,uc021ogd.1,uc021ogf.1,uc021ogg.1,uc031ple.1","APITD1,APITD1-CORT,CORT"
244,57.02,20.05,32.29,35.19,874.23,121.17,71.5,48.67,60.9,8.92,6.68,4402.95,221.71,0.99,7.77,6,"1676","uc001arj.3,uc001ark.3","DFFA"
245,0,0,5,1,85.59,2.04,0,27,1,0,0,61.91,3.7,1,0,0,"5195","uc001arl.3,uc001arm.1,uc001arn.4,uc009vmu.1,uc009vmv.4,uc009vmw.4,uc010oam.3,uc010oan.3","PEX14"
246,1,1,26.01,0,67.99,0,22.86,2.93,0,0,0,577.76,6,0,2,0,"54897","uc001aro.5,uc001arp.2,uc001arq.1,uc009vmx.2","CASZ1"
247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc021ogh.1",NA
248,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,"148345","uc001arr.2,uc001ars.2,uc010oao.2","C1orf127"
249,22.97,33,2.12,21,991,137.89,42.3,48,7.85,57.9,14,2875,32.72,0,48.35,0,"23435","uc001art.3,uc010oap.2","TARDBP"
250,0,1,3.77,0,225.82,5.47,0,0,0,0,1.97,2552.43,2.73,0,0,0,"10747","uc001aru.3,uc001arv.3,uc001arw.3,uc001arx.2","MASP2"
251,1,2,4,1,2872.7,167.51,0,2,2,0,0,715,10,0,0,0,"6723","uc001arz.1","SRM"
252,672.57,99.98,224,4,257.21,52,84,69,2,0,0,2149.75,59.01,0,1,0,"5394","uc001asa.3,uc001asb.3,uc009vmy.1","EXOSC10"
253,69.69,0,47,1,1106.06,26,131.18,22,3.97,0,1.99,4496,110,0,1,0,"2475","uc001asc.3,uc001asd.3","MTOR"
254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"100873935","uc031plf.1","MTOR-AS1"
255,0,0,0,0,0,7.98,0,0,0,0,0,106,0,0,0,0,"10218","uc001ase.4","ANGPTL7"
256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc031toh.1",NA
257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc031toi.1",NA
258,15.7,14.86,8.42,6.2,185.74,25.13,4.63,74.23,40.07,4.82,2.74,275.56,41.92,1.02,3.07,0,"29914","uc001asg.3","UBIAD1"
259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc031toj.1",NA
260,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,"57540","uc001ash.4,uc001asi.1,uc009vmz.1","PTCHD2"
261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc031tok.1",NA
262,7.49,1.01,0,20.48,300.42,7.26,12.58,14.8,4.63,0,5.43,3421.72,13.57,0,5.33,0,"101929181","uc031tol.1","LOC101929181"
263,0,1,0,0,0,0,0,0,1,0,0,19,9,0,0,0,"26232","uc001asj.3,uc009vna.3,uc009vnb.1","FBXO2"
264,82.46,32.36,140.47,69.75,423.88,81.43,307.4,44.07,96.74,6.91,13.38,674.36,129.94,5.03,6.17,0,"93611","uc001ask.3,uc001asl.3,uc001asm.3,uc001asn.3,uc010oaq.1,uc010oar.2,uc010oas.2","FBXO44"
265,6.7,0.69,3.29,0.93,55.56,4.63,7.72,4.57,1,0.99,4.14,170.37,3.4,0,31,0,"26270","uc001aso.3","FBXO6"
266,6,6,6,2,182,2,2,0,0,1,0,25,6,0,0,0,"10459","uc001asp.3,uc001asq.4,uc009vnc.3","MAD2L2"
267,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,"374946","uc001asr.1","DRAXIN"
268,57.69,23.31,18.67,22.63,773.01,176.19,76.02,40.62,23.51,21.45,13.2,4471.89,167,3.14,8.65,0,NA,"uc001ass.3",NA
269,0,0,0,0,87,2,0,1,2,0,0,79,0,0,0,0,"57085","uc001ast.3,uc001asu.3,uc001asv.3,uc001asw.3,uc001asx.3","AGTRAP"
270,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,"uc001asy.1",NA
271,4.35,0,0,0.77,0,0,0,0,0,0,0,23.46,0,0,0,0,NA,"uc001asz.3,uc001ata.3",NA
272,81.97,51.73,23.75,20.17,1066.58,196.97,42.49,21.36,34.06,32.13,8.83,4313.33,230.47,2.47,2,9.94,"4524","uc001atb.1,uc001atc.2,uc001atd.1,uc009vnd.1,uc031plg.1","MTHFR"
273,210,15,132,285,472.2,30,16,30.73,49.96,1,15,6853.28,16.21,1,3,0,"1185,100379251","uc001ate.5,uc009vne.2,uc009vnf.2,uc009vng.2,uc009vnh.2,uc010oat.3,uc010oau.3,uc010oav.1,uc010oaw.1,uc010oax.1,uc010oay.1,uc010oaz.1,uc010oba.1","CLCN6,NPPA-AS1"
274,0,4,0,0,0,0,0,0,0,0,16,267,0,0,0,0,"4878","uc001ati.3","NPPA"
275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4879","uc001atj.3","NPPB"
276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc031tom.1",NA
277,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"26829","uc031ton.1","RNU5E-1"
278,17.86,2,11.11,20.88,419.34,137.15,3,2.1,13.24,0,0,385.23,45.57,0.53,0,1.9,"90231","uc001atk.3,uc001atl.2","KIAA2013"
279,0,0,0,0,133,0,0,0,9.01,0,0,87,8,0,0,0,"5351","uc001atm.3,uc010obb.2","PLOD1"
280,1,3,4,3,105,1,65,3,2,7,0,1717,2,0,2,0,"9927","uc001atn.4,uc009vni.3","MFN2"
281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc031too.1",NA
282,13,6,22,0,7,0,5,0,8,4,0,502,1.02,0,0,0,"60672","uc001ato.2","MIIP"
283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"102466982","uc031top.1","MIR6729"
284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc031toq.1",NA
285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc031tor.1",NA
286,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,"943","uc001atq.3,uc001atr.4,uc001ats.4,uc010obc.2","TNFRSF8"
287,53.02,115.98,13.46,0.96,200.05,21.07,82.12,24.02,12.21,0.98,0,1609.4,37.13,0.54,10.89,0,"7133,102465836","uc001att.3,uc001atu.3,uc009vnk.3,uc031tos.1","TNFRSF1B,MIR7846"
288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"100616438","uc021ogi.2","MIR4632"
289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc031tot.1",NA
290,38,46.35,192.66,19,760.98,127.76,35.85,46,2,3.98,18,3596.93,101,0,1,5,"55187","uc001aty.1,uc031tou.1,uc031tov.1,uc031tow.1,uc031toy.1,uc031toz.1","VPS13D"
291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc031tox.1",NA
292,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,"677882","uc001atz.1","SNORA59B"
293,0,0,0,0,0,0,3,1,0,0,0,15,0,0,0,0,"9249,102466722","uc001aub.3,uc001aue.1,uc031tpa.1,uc031tpb.1,uc031tpc.1,uc031tpd.1","DHRS3,MIR6730"
294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"343066","uc001auf.3","AADACL4"
295,0,0,0,0,12.3,0,0,0,0,0,0,6,0,0,0,0,"126767","uc031tpe.1,uc031tpf.1","AADACL3"
296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"93190","uc001auh.3,uc010obe.1","C1orf158"
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"390999","uc001aui.4","PRAMEF12"
298,0,0,0,0,0,0,0,0,0,0,0,14.02,0,0,0,0,"65121","uc031tpg.1","PRAMEF1"
299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"440560","uc031tph.1","PRAMEF11"
300,2.01,0,0,0,0,0,2.48,0,0,0,1,0,0,0,0,0,"343069","uc010obf.2","HNRNPCL1"
301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"65122","uc001aum.1","PRAMEF2"
302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"400735","uc001aun.2","PRAMEF4"
303,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,"343071","uc031tpi.1","PRAMEF10"
304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc031tpj.1",NA
305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc031tpk.1",NA
306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"441871","uc031tpl.1,uc031tpm.1","PRAMEF7"
307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"440561","uc031tpn.1","PRAMEF6"
308,0,0,0.51,0,0,0,0,0,0,0,1.5,0,0,0,0,0,"649330","uc031tpo.1","LOC649330"
309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"440563","uc010obg.2","HNRNPCL2"
310,0,0,0.51,0,0,0,0,0,0,0,1.5,0,0,0,0,0,"649330","uc031tpp.1","LOC649330"
311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"401940","uc031tpq.1",NA
312,0,0,0,1.85,9.25,2.12,0,0,0,0,0,59.27,6.87,0.5,0,0,NA,"uc031tpr.1",NA
313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc031tps.1",NA
314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc031tpt.1",NA
315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"343068","uc001auu.1","PRAMEF5"
316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"391002","uc031tpu.1,uc031tpv.1","PRAMEF8"
317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc031tpw.1",NA
318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc031tpx.1",NA
319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc031tpy.1",NA
320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"343070","uc001auw.1","PRAMEF9"
321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"400736","uc010obi.1","LOC400736"
322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"391003","uc009vnu.1","LOC391003"
323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc031tpz.1",NA
324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"654348","uc009vnz.2","PRAMEF16"
325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc031tqa.1",NA
326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc031tqb.1",NA
327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"645425","uc009vnv.1","PRAMEF20"
328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc031tqc.1",NA
329,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,"126755","uc001avb.3","LRRC38"
330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc031tqd.1",NA
331,0,0,4,0,5.95,0,4.34,0.95,0,0,0,2.09,0,0,0,0,"10630","uc001avc.3,uc001avd.3,uc001ave.3,uc001avf.3,uc009vob.3,uc009voc.3","PDPN"
332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc031tqe.1",NA
333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc031tqf.1",NA
334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc031tqg.1",NA
335,401.95,329.66,458.04,289.38,3718.97,479.39,222.22,98.48,1194.31,13.16,117.96,17631.84,311.06,9.82,137.41,0,"7799,NA","uc001avg.3,uc001avh.3,uc001avi.3,uc001avk.3,uc001avl.1,uc009voe.3,uc009vof.3,uc021ogk.1","PRDM2,NA"
336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc031tqh.1",NA
337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc031tqi.1",NA
338,0,0,0,0,7,0,0,0,0,0,0,4,14.26,0,0,0,"23254","uc001avm.4,uc001avo.2,uc001avp.2,uc001avq.2,uc001avr.2,uc001avs.4,uc009vog.1,uc031tqj.1","KAZN"
339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc031tqk.1",NA
340,0,0,0,0,0,7.59,0,1.94,0,1.01,0,2.32,0,0,0,0,"200197","uc001avv.4,uc009voh.3","TMEM51-AS1"
341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc031tql.1",NA
342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"55092","uc001avw.4,uc001avx.3,uc001avy.3,uc001avz.3,uc010obk.2","TMEM51"
343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"727684","uc031tqm.1,uc031tqn.1","C1orf195"
344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc031tqo.1",NA
345,0,0.95,0,0.99,16.29,5.07,0,3,1,1,0.7,66.98,2.01,0,0,0,"114827","uc001awa.1,uc001awb.2,uc001awd.1,uc001awe.1,uc001awf.3,uc001awg.3,uc010obl.1","FHAD1"
346,14.25,11.68,11.23,8.72,267.17,42.41,17.33,7.37,8.51,0,1.03,219.36,34.95,0,1.93,1,NA,"uc001awc.1",NA
347,3,0,2,0,152.61,90.01,14,1,59.25,0,0,222,12.57,0,0,0,"79180","uc001awh.2","EFHD2"
348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11330","uc001awi.1,uc001awj.1","CTRC"
349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"63036","uc001awk.3","CELA2A"
350,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"51032","uc001awl.3","CELA2B"
351,39,4,8,2.01,45.99,2.54,5.05,4.16,2,1,0,486.95,20.14,0,1,0,"842","uc001awm.2,uc001awn.4,uc001awo.4,uc001awp.4,uc009voi.4,uc010obm.3","CASP9"
352,9.33,26.9,26.56,20.38,370.56,107.62,55.59,12,6.13,39,6.82,1687.63,89.64,3,0,0,"23341","uc001awr.2,uc001aws.4,uc001awt.4,uc001awu.3","DNAJC16"
353,69.01,77.8,36.11,48.29,338.75,152.8,42.49,29.26,42.23,14.52,6.49,1448.6,125.18,3.71,1.21,0,"79814","uc001awv.2","AGMAT"
354,0,0,0,0,81.97,0,72.45,14.84,0,0,0,196.5,0,0,0,0,"84301","uc001aww.3,uc001awx.2","DDI2"
355,0,17,1,0,197,2,22,0,0,0,0,181.5,0,0,0,0,"84301,6248","uc009voj.2,uc010obn.2","DDI2,RSC1A1"
356,0,1.01,2.01,1,29.4,9.35,32.25,0.94,0,0,0,340.18,8.43,0.2,0,0,NA,"uc001awz.3",NA
357,5,1,51,1,322.7,2,93,2.53,9.17,0,11,794,35.45,0,0,0,"23207","uc010obo.2","PLEKHM2"
358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc031tqp.1",NA
359,13.43,6.54,7.34,6.98,250.31,45.1,30.04,10.93,16.74,1.01,3.51,415.73,31.94,0,0,0,"284723","uc001axb.1","SLC25A34"
360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"388595","uc001axc.4","TMEM82"
361,105.08,23.28,15.98,25.42,1298.03,227.12,82.96,38.13,30.65,12.57,15.7,7754.18,263.23,1.55,4.66,4.51,"54751","uc001axd.1,uc001axe.1,uc001axg.1,uc001axh.1,uc001axi.1","FBLIM1"
362,1.67,3.28,1.04,1,0,0,6.13,0,5.9,1.12,0,4.11,0,0,0,0,"440567","uc009vol.1","UQCRHL"
363,9.1,0,0,43.04,63.48,11.71,4.74,1.07,0,0.23,3,249.39,72.73,0,0,0,"729614","uc001axj.2","FLJ37453"
364,506.99,198.67,1382.81,56.18,2251.76,356.89,287.95,222.23,134.95,19,59.92,7514,480.19,1,60.57,0,"23013","uc001axk.1,uc010obp.1","SPEN"
365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"100616427","uc031tqq.1","MIR5096"
366,46,1,2,1,347.2,0,1,28,0,3,0,895.97,1,0,0,0,"7709","uc001axl.4,uc009vom.1,uc009von.1,uc010obq.2,uc010obr.2,uc010obs.2,uc010obt.1,uc010obu.2,uc010obv.1","ZBTB17"
367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc001axm.1",NA
368,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,"149563","uc001axn.3","C1orf64"
369,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,"27129","uc001axo.2,uc001axp.2,uc001axq.2,uc001axr.2,uc001axs.2","HSPB7"
