"gene_id","832_M_281","832_M_BTK_217","832_N_273","832_N_BTK_209","832_P_289","832_P_BTK_225","832_T_297","832_T_BTK_233","833_M_280","833_M_BTK_216","833_N_272","833_N_BTK_208","833_P_288","833_P_BTK_224","833_T_296","833_T_BTK_232","entrez_id","transcript_id","gene_symbol"
26022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc032ouo.1",NA
26023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc032oup.1",NA
26024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc032ouq.1",NA
26025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc032our.1",NA
26026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"55022","uc002vpr.4,uc002vps.4,uc002vpt.4,uc002vpu.4","PID1"
26027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc032ous.1",NA
26028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc032out.1",NA
26029,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,"92737","uc002vpv.3,uc010zly.1","DNER"
26030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc021vxv.1",NA
26031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc032ouu.1",NA
26032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc032ouv.1",NA
26033,4,7.01,138.37,6.86,1051.31,209.65,126.95,142.29,3,1,0,3178,68.04,1,1,0,"9320","uc002vpw.2,uc002vpx.2,uc002vpy.2,uc010fxh.2,uc010zlz.2,uc021vxw.2","TRIP12"
26034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc032ouw.1",NA
26035,62,1,2,4,91.59,2.97,5.47,0,0,3,1,191.31,4.77,0,0,0,"130888","uc002vqa.3,uc002vqb.3,uc010fxi.1","FBXO36"
26036,0,0,0,0,44,1,0,0,0,0,0,19,0,0,0,0,"151473","uc002vqd.2,uc002vqe.3,uc002vqf.3","SLC16A14"
26037,60,23,84.27,46.74,426.87,14,313,147,50.05,38,37,2663.5,14,1,4,0,"3431","uc002vqg.4,uc002vqh.4,uc002vqi.4,uc010fxj.3,uc010fxk.3,uc021vxx.1","SP110"
26038,234.56,70.05,447,14.08,779.11,339.63,23,83,29.51,66,3,3320,22.37,3,1,4,"11262","uc002vqj.3,uc002vqk.2,uc002vql.3,uc002vqm.3,uc002vqn.3,uc010fxl.3,uc010zma.1","SP140"
26039,19.46,27.72,74.87,7.64,312.87,66.64,19.34,8.65,44.97,6.64,2,2190.44,95.32,2.12,9.61,0,"93349","uc010fxm.1,uc010fxn.2,uc032oux.1,uc032ouy.1,uc032ouz.1","SP140L"
26040,291.8,176.91,1967.71,553.23,1455.02,203.16,217.18,348.77,137.76,12.01,71.16,13950.93,150.09,13.68,25.41,13,"6672","uc002vqq.2,uc002vqs.3,uc002vqt.4,uc002vqu.1,uc002vqv.2,uc010fxp.1,uc010zmb.2,uc010zmc.2","SP100"
26041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc032ova.1",NA
26042,9.81,6.32,13.44,5.36,247.66,41.94,36.28,12.01,14,1,0,792.92,20.4,1.41,0.99,2,"151475","uc002vqw.1","LOC151475"
26043,2.05,28.01,1,0,49,11.55,29,6,0,0,3,11,2,0,0,0,"51719","uc002vqx.3,uc002vqy.3,uc010fxq.3,uc010fxr.3","CAB39"
26044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc021vxy.1",NA
26045,8.57,1,2,4,5957.35,70.74,42,89,0,0,0,135,136.44,4,0,0,"81618","uc002vqz.4,uc002vra.4,uc002vrb.4,uc002vrc.4,uc002vrd.4,uc032ovb.1,uc032ovc.1","ITM2C"
26046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"151484","uc002vre.3","LOC151484"
26047,0,0,0,0,39.38,0,1,0,0,0,0,84,40,0,0,0,"9290,NA","uc002vrf.3,uc002vrg.3,uc010fxs.1,uc032ovd.1","GPR55,NA"
26048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc032ove.1",NA
26049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"348761","uc002vrh.2","SPATA3-AS1"
26050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"130560","uc002vri.4,uc002vrk.2,uc010zmd.2","SPATA3"
26051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"257407","uc002vrl.4","C2orf72"
26052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"257407","uc010zme.2","C2orf72"
26053,10,68.64,76,2,192.99,18,7,12,7,12.26,0,67,41.04,0,0,1,"5707","uc002vrm.2,uc002vrn.2,uc010fxu.2","PSMD1"
26054,0,0,0,0,6,0,0,4,0,0,0,23,0,0,0,0,"3357","uc002vro.3,uc010fxv.3","HTR2B"
26055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc032ovf.1",NA
26056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc021vya.1",NA
26057,17.16,0,1.98,3.29,77.47,13.9,2.35,4.52,7.74,0,0,434.4,54.65,0,1.01,0,"80210","uc002vrp.5,uc002vrq.5,uc032ovg.1","ARMC9"
26058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"100616317","uc021vyb.1","MIR4777"
26059,1,3.95,0,0,0,0.89,0,0,0,0,0,747.77,1,0,0,0,"93010","uc002vrs.3","B3GNT7"
26060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc032ovh.1",NA
26061,62.93,22.01,19.61,19,369.02,152.66,68.43,148.82,37,14.74,13.02,459,220.29,6,9,0,"4691","uc002vru.3","NCL"
26062,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"654321","uc002vrv.1","SNORA75"
26063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6082","uc002vrw.1","SNORD20"
26064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"25826","uc010fxw.1","SNORD82"
26065,3.52,1.98,7.83,2.17,16.9,9.19,4.03,0.95,0,0,0,100.26,0,0,0,0,"151477","uc002vrx.1","LINC00471"
26066,2.03,1.14,1.02,2.78,55.72,28.93,2.53,1.13,2.09,3.99,0,451.42,30.15,0,0,0,"10316","uc002vry.4","NMUR1"
26067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"165100","uc002vrz.3","C2orf57"
26068,12.36,1.14,2,1.86,126.93,10.4,3.94,2.98,3,0,0,590.28,13.15,0,3,0,NA,"uc002vsa.3",NA
26069,2326.67,1108.42,1917.71,422.13,16423.53,1696.48,2112.88,872.65,1614.72,558.67,469.37,22344.16,1459.75,90,248.99,15,"5757,100302285","uc002vsb.4,uc002vsc.4,uc010zmf.4,uc021vyc.1","PTMA,MIR1244-1"
26070,4,1,0,2,260,1,1,0,3,0,0,268,0,0,10.99,0,"5147","uc002vse.1,uc010fxx.1","PDE6D"
26071,141.81,11.77,417.07,4.91,261.78,154.88,15.15,7.51,10.57,2.81,1.06,1184.39,30.43,0,2.52,0,"64708","uc002vsg.2,uc002vsh.2,uc002vsi.2,uc002vsj.2,uc002vsk.2,uc010fxy.2,uc032ovi.1","COPS7B"
26072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"100302126","uc021vyd.1","MIR1471"
26073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4880","uc002vsl.2,uc021vye.1","NPPC"
26074,48,0,0,1,362,0,37.03,33,1,0,0,964,26.24,0,0,0,"129563","uc002vsm.4,uc002vso.3,uc010fxz.3,uc031rrt.1","DIS3L2"
26075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"693147","uc021vyf.1","MIR562"
26076,0,0,1.73,0,16.72,0,1.02,0,0,0,0,9.27,2.66,0,0,0,"250","uc002vsq.3","ALPP"
26077,0,0,0,0,6,3,0,0,0,0,0,2,0,0,0,0,"347694","uc021vyg.3","ECEL1P2"
26078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"251","uc002vss.4","ALPPL2"
26079,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,"248","uc002vst.4,uc002vsu.4","ALPI"
26080,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,"9427","uc002vsv.2,uc010fya.1,uc010fyb.1","ECEL1"
26081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"646960","uc021vyh.1","PRSS56"
26082,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,"1144","uc002vsw.4,uc010zmg.3,uc010zmh.3,uc021vyi.2,uc031rru.1","CHRND"
26083,0,0,0,0,1,0,0,0,0,0,0,218,2,0,0,0,"1146","uc002vsx.1,uc010fyd.3,uc010fye.1","CHRNG"
26084,51.56,38.99,54.35,67.51,2593.18,214.52,334.33,269.79,14.56,51.19,3,5289.69,204.07,12.99,22.89,0,"200765","uc002vsy.2","TIGD1"
26085,11,7.98,49.8,0,190.02,20.58,55,49.01,5,1,20,865,4,2,0,0,"9470","uc002vta.4,uc002vtb.2,uc010zmi.2,uc032ovj.1,uc032ovk.1","EIF4E2"
26086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc032ovl.1",NA
26087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"80303","uc002vtc.3,uc002vtd.3,uc010fyf.3","EFHD1"
26088,1,0,0,0,0,0,0,0,0,0,0,16,0,0,5,0,NA,"uc021vyj.1",NA
26089,6,98.36,6.96,10.83,1269.85,81.11,30.99,3.96,5,0,52.99,2837.8,37.81,1,23,0,"26058","uc002vte.3,uc002vtf.3,uc002vtg.2,uc002vth.5,uc002vti.5,uc002vtj.5,uc002vtk.5,uc002vtl.4,uc002vtq.5,uc010zmj.1,uc010zmk.3,uc010zml.1","GIGYF2"
26090,46.87,33.76,30.24,16.6,257.23,49.91,50.22,12.22,18.93,5,3.27,913.68,78.98,1.06,3.74,0,NA,"uc002vtm.1",NA
26091,0,0,0,0,53,0,1,0,0,0,0,130,0,0,0,0,"3769","uc002vtn.3,uc002vto.3,uc002vtp.3,uc021vyk.1","KCNJ13"
26092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"389084","uc002vtr.1","C2orf82"
26093,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,"25791","uc002vts.2,uc002vtt.2,uc010fyg.1,uc010zmm.1","NGEF"
26094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc032ovm.1",NA
26095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc032ovn.1",NA
26096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4759","uc010zmn.2","NEU2"
26097,300.63,212.65,108.09,33.99,892.32,154.73,458.35,94.58,368.53,115.04,19.85,15618.13,231.49,0,31,11,"3635","uc032ovo.1,uc032ovp.1,uc032ovq.1,uc032ovr.1,uc032ovs.1","INPP5D"
26098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc032ovt.1",NA
26099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc032ovu.1",NA
26100,3,0,0,0,66,0,43,6,0,0,0,338,1,3,0,0,"55054","uc002vtx.2,uc002vty.3,uc002vtz.3,uc002vua.3,uc002vub.3,uc002vud.4,uc021vyl.1","ATG16L1"
26101,27,2,0,0,18,9,66,2,0,1.68,0,1,9,0,0,0,"677775","uc002vue.1","SCARNA5"
26102,1,11,10,0,0,0,60.43,8,0,0,0,51,0,0,2,0,"677772","uc002vuf.1","SCARNA6"
26103,0,0,0,0.63,23.99,1.78,1,0,0.95,0,0,36.72,1.26,0,0,0,"6295","uc002vug.2,uc002vuh.2,uc010zmq.1,uc031rrv.1","SAG"
26104,1,10,194.05,107.02,476.02,0,5,2,10,5,8,9745.97,71.71,0,72.13,0,"8527","uc002vui.1,uc002vuj.1,uc002vuk.1,uc010fyh.1,uc010fyi.1","DGKD"
26105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc032ovv.1",NA
26106,17,17,0,2,351,50.02,34,4.02,1,0,0,835,74,1,0,0,"55230","uc002vul.3,uc002vuo.1,uc010zmr.2,uc010zms.1,uc010zmt.1,uc010zmu.1","USP40"
26107,10.12,9.19,7.34,7.64,80.14,26.66,5.94,26.55,3.08,1.96,0.29,302.34,18.65,0,4.01,0,"54576,54575,54600,54577,54578,54579,54657,54659,54658","uc002vup.3,uc002vuq.3,uc002vur.3,uc002vus.3,uc002vut.3,uc002vuu.3,uc002vuv.4,uc002vuw.3,uc002vux.3,uc002vuy.3,uc002vvb.3,uc010zmv.1,uc010zmw.1,uc010zmx.1,uc010zmy.1,uc010zmz.1,uc010zna.1,uc010znb.2,uc010znc.1","UGT1A8,UGT1A10,UGT1A9,UGT1A7,UGT1A6,UGT1A5,UGT1A4,UGT1A3,UGT1A1"
26108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc032ovw.1",NA
26109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc032ovx.1",NA
26110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc032ovy.1",NA
26111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc032ovz.1",NA
26112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc032owa.1",NA
26113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"414061","uc002vuz.3","DNAJB3"
26114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"100286922","uc021vym.1,uc021vyn.1,uc021vyo.1","LOC100286922"
26115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"339766","uc002vvc.2,uc002vvd.2,uc002vve.2,uc002vvf.4","MROH2A"
26116,5.15,11.42,2.72,5.28,194.81,39.71,17.87,5.43,5.46,0.95,0,369.38,29.85,0.97,0,0,"55355","uc002vvg.4,uc010znd.3,uc010zne.3","HJURP"
26117,1.85,1,1,0,32,9.94,1.49,0,0,0,0,3,1,0,0,0,"151507","uc010znf.3","MSL3P1"
26118,10.64,2.9,1,3.34,18.76,9.47,0.92,2,1.98,0,0,75.66,2.95,0,0,0,"79054","uc002vvh.3,uc002vvi.3,uc002vvj.3,uc010fyj.3,uc010fyk.3","TRPM8"
26119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc032owb.1",NA
26120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc032owc.1",NA
26121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc032owd.1",NA
26122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc032owe.1",NA
26123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6694","uc002vvk.1,uc010fyl.1","SPP2"
26124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc032owf.1",NA
26125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc032owg.1",NA
26126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc032owh.1",NA
26127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc032owi.1",NA
26128,0,0,1.31,0.99,3.51,4.01,1.99,32,0,0,0,2.89,7.3,0,0,0,NA,"uc002vvl.1",NA
26129,3,2,13,3,84,10,22.17,4.01,2,3,0,267,125.98,1,7,0,"10123","uc002vvm.5,uc002vvn.4","ARL4C"
26130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc032owj.1",NA
26131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc032owk.1",NA
26132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc032owl.1",NA
26133,0,0,0,0,0,1.07,0,0,0,0,0,5.01,0,0,0,0,NA,"uc002vvo.1",NA
26134,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,"23677","uc002vvp.3,uc002vvq.3,uc010fym.3","SH3BP4"
26135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc002vvr.1",NA
26136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc032owm.1",NA
26137,0,0,0,0,0,2.13,0,0,0,0,0,76,0,0,0,0,"116987","uc002vvs.3,uc002vvt.3,uc021vyp.1","AGAP1"
26138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc032own.1",NA
26139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc002vvv.3",NA
26140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc021vyq.1",NA
26141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc021vyr.1",NA
26142,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,"2637","uc002vvw.1,uc010zng.1","GBX2"
26143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"401036","uc010fyp.1,uc010znh.2","ASB18"
26144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"79781","uc002vvz.2,uc002vwa.2,uc002vwb.3,uc010zni.2","IQCA1"
26145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc032owo.1",NA
26146,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,"57007,NA","uc002vwd.3,uc002vwe.1,uc010fyq.3","ACKR3,NA"
26147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc032owp.1",NA
26148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc032owq.1",NA
26149,0,10.38,0,2,189.64,10.17,29.41,9.83,0,0,0,113.07,1.66,0,0,0,NA,"uc002vwf.1",NA
26150,2,9,54,1,236.68,99.87,0,1.96,1,7,0,145,4,0,2,0,"10920","uc002vwg.3,uc002vwh.3,uc010fys.1","COPS8"
26151,4.03,2.2,0,2.32,9.26,11.97,1.3,0,4.73,0,0,18.04,5.79,0,3,0,"1293","uc002vwj.2,uc002vwl.2,uc002vwo.2,uc002vwp.1,uc002vwq.3,uc002vwr.3,uc010znj.1,uc010znk.1","COL6A3"
26152,1,1.08,0,8.88,68.29,22.4,6.16,24.91,9.17,0,1.98,50.09,3.95,13.38,0,0,"79083","uc002vws.3,uc002vwt.4,uc002vwu.4,uc002vwv.4,uc002vww.3,uc002vwx.3,uc010fyt.2","MLPH"
26153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"102465486","uc032owr.1","MIR6811"
26154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"51052","uc010znl.2","PRLH"
26155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"64284","uc002vwz.2,uc002vxb.2","RAB17"
26156,314.73,129.1,192.59,22.02,838.58,230.49,136.13,331.42,84.48,9.9,3.36,2681.71,360.82,4,8,1,"9208","uc002vxc.3,uc002vxd.3,uc002vxe.3,uc002vxf.3,uc002vxg.3,uc010znm.2","LRRFIP1"
26157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"375316","uc002vxi.4","RBM44"
26158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc032ows.1",NA
26159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10267","uc002vxj.3","RAMP1"
26160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc032owt.1",NA
26161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc032owu.1",NA
26162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc032owv.1",NA
26163,0,0,0,0,159.65,1,0,0,0,0,0,222.2,3.22,0,0,0,"100533179,51540","uc002vxm.4,uc010fyv.4,uc010znq.2,uc010znr.2","UBE2F-SCLY,SCLY"
26164,6,1,7,0,70.79,37,2,2,2,1,0,60.8,1.83,1,2,0,"140739","uc002vxk.3,uc010znn.2,uc010zno.2,uc010znp.2,uc031rrw.1,uc031rrx.1,uc031rry.1,uc031rrz.1","UBE2F"
26165,1,2,0,0,0,0,0,1,56,2,0,0,1,0,0,0,"339768","uc002vxq.4,uc010fyw.3,uc031rsa.1","ESPNL"
26166,30.52,9.34,7.64,8.4,94.98,38.51,8.29,9.02,3.69,0,2.05,106.91,49.43,0,0,0,"377007","uc002vxr.2","KLHL30"
26167,0,0,0,0,0,8.04,0,0,0,0,0,0,6.62,0,0,0,NA,"uc002vxt.3,uc002vxu.3",NA
26168,1,2,51,0,2.95,0,1,3,8.48,3,0,205,2,0,0,0,"80895","uc002vxv.3,uc002vxw.3,uc010zns.2,uc010znt.1,uc021vyt.1,uc021vyu.1","ILKAP"
26169,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,"151174","uc002vxx.3,uc002vxy.2","LOC151174"
26170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc032oww.1",NA
26171,1,0,0,1,3.44,1.96,0,0,0,4.94,3,0,1,0,0,0,"643387","uc010znu.2","LOC643387"
26172,1,0,0,0,10,0,0,0,1,1,0,0,0,0,0,0,"55502","uc002vxz.4,uc002vya.4,uc002vyb.3,uc032owx.1","HES6"
26173,91.27,53.85,33.94,36.14,1905.55,225.14,44.87,31.5,45.25,8.48,1,1786.4,162.7,2.94,10.74,1,"8864","uc002vyc.3,uc010fyx.1,uc010znv.1,uc010znw.1","PER2"
26174,22.23,6.91,12.22,13.71,174.97,78.5,30.89,16.82,14.05,2.56,2.09,476.15,48.41,0.9,1.01,0,"26146","uc002vye.3,uc002vyf.3","TRAF3IP1"
26175,42,1.33,0,44.76,3.99,0,0,0,1.34,0,0,74.92,63.52,0,50,0,"51665","uc002vyg.3","ASB1"
26176,0,0.8,1,0,31.01,0,0,0,0.66,0,0,44.08,3.48,0,0,0,NA,"uc002vyh.3",NA
26177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"151171","uc002vyi.2","LINC01107"
26178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc032owy.1",NA
26179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc021vyv.1",NA
26180,14.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"117581","uc010znx.2,uc032owz.1","TWIST2"
26181,2.11,0,1,2,98.77,8.52,12.29,0,0,0,0,148.77,0,0,0,0,"401039","uc021vyx.1","FLJ43879"
26182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc032oxa.1",NA
26183,1,0,2,1,387.01,44.12,162.8,64.22,0,0,1,1697,1,0,0,0,"9759","uc002vyk.4,uc010fyy.3,uc010fyz.1,uc010fza.2,uc010fzb.1,uc010znz.1,uc010zoa.1","HDAC4"
26184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"100616397","uc021vyy.1","MIR4440"
26185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"100616493","uc021vyz.1","MIR4441"
26186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"85009","uc010zob.1","MGC16025"
26187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"100423043","uc021vza.1","MIR4269"
26188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"100616360","uc021vzb.1","MIR2467"
26189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc032oxb.1",NA
26190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc032oxc.1",NA
26191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc032oxd.1",NA
26192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc002vym.1",NA
26193,0.97,0,4.08,0,2.49,0,0,0,0.99,0,0,43.78,1.42,0,2.03,0,"150935","uc021vzc.3","LOC150935"
26194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc032oxe.1",NA
26195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc032oxf.1",NA
26196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"100616417","uc021vzd.1","MIR4786"
26197,35.98,103.48,16.03,13.32,384.32,67.78,131.2,28,6.83,3,5.38,1801.5,51.68,0,0,0,"4705","uc002vyn.3,uc002vyo.2,uc002vyp.3,uc010fzc.2","NDUFA10"
26198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc032oxg.1",NA
26199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA,389090","uc002vyr.3,uc010zoc.2","NA,OR6B2"
26200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"643905","uc010zod.2","PRR21"
26201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"150681","uc010zoe.2","OR6B3"
26202,20,22,10,0,6,9,8.81,5,20.16,6,4,28,20.23,3,4,1,"150678","uc002vyu.1,uc010zof.1","MYEOV2"
26203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"150677","uc002vyv.3","OTOS"
26204,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,"2817","uc002vyw.4","GPC1"
26205,0,0,12.71,0,12.98,0,0,0,0,0,0,80.32,0,0,2.33,0,"100130449","uc002vyy.1","PP14571"
26206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"406941","uc010zog.2","MIR149"
26207,3,0,2.18,1,200.17,5.8,0,1,12.25,1,0,1877.8,17.65,1,0,0,"51281","uc002vyz.2,uc002vza.2,uc002vzb.2,uc002vzc.2,uc002vzd.1,uc002vze.3,uc002vzf.3,uc010fzd.2,uc010fze.2","ANKMY1"
26208,11.76,5.83,46.1,7.21,71.22,24.12,21.77,9.64,19.77,0,2.34,653.96,44.93,0,0,0,"285193","uc002vzg.3,uc002vzh.3","DUSP28"
26209,2,7,139,1,341.06,9,5,0,4,0,0,53,2,3,7,0,"57140","uc002vzi.4,uc002vzj.3","RNPEPL1"
26210,12.02,5.54,0,2.99,110.58,8.32,0,2,2.31,0,0,73.72,18.56,0,1,0,"101752400","uc032oxh.1","CAPN10-AS1"
26211,0,0,0,0,0,0,13,4,0,0,0,986,1,0,0,0,"11132","uc002vzk.2,uc002vzl.2,uc002vzm.2,uc002vzn.2,uc002vzo.2,uc002vzp.2,uc002vzq.2,uc010fzg.2,uc010zoh.2","CAPN10"
26212,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"NA,2859","uc002vzs.3,uc010fzh.2,uc010fzi.2,uc021vze.1","NA,GPR35"
26213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"653437","uc002vzt.3,uc010fzj.3","AQP12B"
26214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"375318","uc002vzu.3,uc002vzv.3","AQP12A"
26215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"547","uc002vzw.3,uc002vzx.3,uc002vzz.2,uc010fzk.3,uc031rsb.1","KIF1A"
26216,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,"189","uc002waa.4,uc002wab.4,uc010zoi.1","AGXT"
26217,0,1,0,1,53.11,2.86,23.54,5.64,3.88,1,0,504.3,9.07,0,0,0,"79919","uc002wac.4,uc002wad.3,uc002wae.4","C2orf54"
26218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"200772","uc002waf.3","LOC200772"
