"gene_id","235-1_M_265","235-1_N_257","235-1_P_273","235-1_T_281","235_M_217","235_N_209","235_P_225","235_T_233","entrez_id","transcript_id","gene_symbol"
29367,0,0,0,0,0,0,0,0,NA,"uc032rhh.1",NA
29368,0,0,0,0,0,0,0,0,NA,"uc032rhi.1",NA
29369,1,11,0,11.02,3.85,0,12,18,"7324","uc003cch.3,uc003cci.3,uc011awh.2,uc021wua.1","UBE2E1"
29370,0,0,0,0,0,0,0,0,NA,"uc032rhj.1",NA
29371,0,0,0,0,0,0,0,0,NA,"uc032rhk.1",NA
29372,0,0,0,0,0,0,0,0,NA,"uc032rhl.1",NA
29373,0,1.98,1,1,20.78,1.92,0,3.02,"28512","uc003ccj.3,uc003cck.3","NKIRAS1"
29374,60.74,112.42,95.55,478.32,115.4,57.91,348.47,318.32,"6138","uc003ccn.3,uc003cco.3,uc003ccp.3,uc003ccq.3,uc003ccr.3,uc011awi.2,uc011awj.2,uc021wub.1","RPL15"
29375,6,2,0,20,1,0,80.21,4,"9975","uc003ccs.2,uc010hfd.2,uc011awk.1","NR1D2"
29376,1.99,1,0,6.14,1.01,1,5.03,7.9,"152024","uc003ccv.2","LINC00691"
29377,0,0,0,0,0,0,97.45,0,"7068","uc003ccx.4,uc003ccy.4,uc003ccz.4,uc003cda.1,uc003cdc.3,uc003cdd.3,uc003cde.1,uc010hfe.3,uc021wuc.1,uc021wud.1","THRB"
29378,0,0,0,0,0,0,0,0,"644990","uc031ryr.1","THRB-AS1"
29379,0,0,0,0,0,0,0,0,"100616448","uc021wue.1","MIR4792"
29380,0,0,0,0,0,0,0,0,NA,"uc021wuf.1",NA
29381,1,1,0.2,0,0,0,3,1,"NA,5915","uc003cdg.1,uc003cdh.3,uc003cdi.2,uc011awl.2","NA,RARB"
29382,0,0,0,0,0,0,0,0,NA,"uc003cdf.1",NA
29383,12,14,6,65.97,18.84,29,47.87,36.21,"7155,100616477","uc003cdj.3,uc011awm.2,uc011awn.1,uc021wug.1,uc021wui.1","TOP2B,MIR4442"
29384,0,0,0,0,0,0,0,0,NA,"uc021wuh.1",NA
29385,45.79,37,19.99,67.55,19,15,139.77,32,"55768","uc003cdk.3,uc003cdl.3,uc003cdm.3,uc010hfg.3,uc011awo.2","NGLY1"
29386,0,0,6,0,11,1.38,0,0,"54995","uc003cdn.3,uc010hfh.3,uc011awp.2","OXSM"
29387,0,0,0,0,0,0,0,0,NA,"uc032rhm.1",NA
29388,0,2,0,0,1.92,0,1,5,"285326","uc003cdo.3,uc011awq.2,uc011awr.2,uc011aws.2,uc011awt.2","LINC00692"
29389,0,0,0,0,0,0,0,0,NA,"uc032rhn.1",NA
29390,0,0,0,0,0,0,0,0,NA,"uc032rho.1",NA
29391,0,0,0,0,0,0,0,0,"116135","uc003cdp.3,uc003cdq.3,uc031rys.1","LRRC3B"
29392,0,0,0,0,0,0,0,0,NA,"uc032rhp.1",NA
29393,0,0,0,0,0,0,0,0,NA,"uc032rhq.1",NA
29394,0.91,0,1,4.23,1,0,3,0,"152110,NA","uc003cds.1,uc003cdt.2,uc010hfj.3,uc010hfk.3,uc021wuk.1","NEK10,NA"
29395,0,0,0,0,0,0,0,0,NA,"uc032rhr.1",NA
29396,0,0,0,0,0,0,0,0,NA,"uc032rhs.1",NA
29397,0,0,0,0,0,0,0,0,NA,"uc032rht.1",NA
29398,10.63,7,0,38.35,16.66,6,14.97,40,"9497","uc003cdu.5,uc003cdv.4,uc003cdw.4,uc010hfl.4,uc010hfm.3,uc011awu.3,uc011awv.3,uc011aww.3,uc011awx.3,uc011awy.3,uc011awz.3,uc011axa.3,uc011axb.3,uc021wul.2,uc021wum.2,uc021wun.2,uc021wuo.2","SLC4A7"
29399,0,0,0,0,0,0,0,0,NA,"uc021wup.1",NA
29400,0,0,0,10,0,1,2.54,49,"8320","uc003cdx.4,uc003cdy.4,uc010hfn.3,uc011axc.2","EOMES"
29401,0,0,0,0,0,0,0,0,NA,"uc003cdz.1",NA
29402,0,0,0,0,0,0,0,0,NA,"uc032rhu.1",NA
29403,0,0,0,0,0,0,0,0,NA,"uc032rhv.1",NA
29404,0,0,0,0,0,0,0,0,NA,"uc032rhw.1",NA
29405,0,1,5,2,8,2,11,5,"152100","uc003cea.3","CMC1"
29406,7,5,15,20,6,0,3056.43,10.39,"64343","uc003ceb.4,uc003cec.4,uc003cee.4,uc003ceg.2,uc011axd.1","AZI2"
29407,0,1,0,0,1,0,0,3.81,"152098","uc003ceh.3,uc003cei.3,uc010hfo.3","ZCWPW2"
29408,0,0,0,0,0,0,0,0,NA,"uc032rhx.1",NA
29409,0,0,0,0,0,0,0,0,NA,"uc032rhy.1",NA
29410,0,0,0,0,0,0,0,0,NA,"uc003cej.1",NA
29411,0,0,0,0,0,0,0,0,"645206","uc021wur.1","LINC00693"
29412,0,0,0,0,0,0,0,0,NA,"uc032rhz.1",NA
29413,0,0,0,0,0,0,0,0,NA,"uc032ria.1",NA
29414,0,0,0,0,0,0,1,0,"100873979","uc032rib.1","RBMS3-AS3"
29415,0,0,0,6,0,0,7.83,0,"27303","uc003cek.3,uc003cel.3,uc003cem.3,uc010hfq.3,uc010hfr.3","RBMS3"
29416,0,0,0,0,0,0,0,0,NA,"uc032ric.1",NA
29417,0,0,0,0,0,0,0,0,NA,"uc032rid.1",NA
29418,0,0,0,0,0,0,0,0,NA,"uc032rie.1",NA
29419,0,0,0,0,0,0,0,0,NA,"uc032rif.1",NA
29420,0,0,0,0,0,0,0,0,NA,"uc021wus.1",NA
29421,0,0,0,0,0,0,0,0,NA,"uc032rig.1",NA
29422,5,32.58,26,78,47.02,27.07,71.63,54,"7048","uc003cen.3,uc003ceo.3,uc021wut.1","TGFBR2"
29423,0,0,0,0,0,0,0,0,"339896","uc003cep.2,uc003ceq.1","GADL1"
29424,0,0,0,0,0,0,0,0,NA,"uc032rih.1",NA
29425,0,0,0,0,0,0,0,0,NA,"uc032rii.1",NA
29426,30.01,5.85,10.91,75.49,5.98,3.13,53.57,18.31,"201595","uc003cer.1,uc010hft.1,uc011axe.2","STT3B"
29427,151.9,40.82,42.1,48.82,119.1,60.17,293.91,26.07,"114884","uc003ceu.1,uc011axf.2,uc021wuu.1","OSBPL10"
29428,0,0,0,0,0,0,0,0,"100874206","uc031ryt.1","OSBPL10-AS1"
29429,0,0,0,0,0,0,0,0,NA,"uc032rij.1",NA
29430,0,0,0,0,0,0,0,0,NA,"uc032rik.1",NA
29431,0,0,0,0,0,0,0,0,NA,"uc032ril.1",NA
29432,26,2,0,2,2.74,22.49,8.69,3.1,"344787","uc011axg.2","ZNF860"
29433,0,0,0,0,0,0,0,0,NA,"uc032rim.1",NA
29434,0,0,0,2,0,0,6.94,0,"23171","uc003cew.3","GPD1L"
29435,0,0,0,0,0,0,0,0,NA,"uc032rin.1",NA
29436,0,0,0,0,0,0,0,0,NA,"uc032rio.1",NA
29437,0,0,0,0,0,0,0,0,"152189","uc003cex.3,uc010hfu.3","CMTM8"
29438,0,0,0,12,2,12,25.17,16,"112616","uc003cey.1,uc003cez.1","CMTM7"
29439,27,4,7,64,34.19,1,68.93,22,"54918","uc003cfa.1","CMTM6"
29440,0,0,0,0,0,0,0,0,"102465247","uc032rip.1","MIR548AY"
29441,4,6,0,0,2,2,14,19.05,"51143","uc003cfb.4,uc011axh.2","DYNC1LI1"
29442,0,0,0,0,0,0,0,0,NA,"uc032riq.1",NA
29443,0,0,0,0,0,0,0,0,NA,"uc032rir.1",NA
29444,0,0,0,0,0,0,0,0,NA,"uc032ris.1",NA
29445,0,0,0,0,0,0,0,0,NA,"uc032rit.1",NA
29446,0,0,0,0,0,0,0,0,NA,"uc032riu.1",NA
29447,0,0,0,0,0,0,0,0,NA,"uc032riv.1",NA
29448,2.32,1,5.9,33,15,2,34,14.91,"25904","uc003cfc.2,uc003cfd.2,uc003cfe.2,uc010hfv.2,uc010hfw.2,uc011axi.2,uc011axj.2","CNOT10"
29449,0,0,0,0,0,0,0,0,NA,"uc032riw.1",NA
29450,0,0,0,0,0,0,0,0,NA,"uc032rix.1",NA
29451,0,0,0,0,0,0,0,0,"131405","uc003cff.3","TRIM71"
29452,0,0,0,0,0,0,0,0,NA,"uc031ryu.1",NA
29453,0,0,0,0,0,0,0,0,NA,"uc032riy.1",NA
29454,0,0,0,0,0,0,0,0,NA,"uc032riz.1",NA
29455,0,0,0,0,0,0,0,0,NA,"uc032rja.1",NA
29456,0,0,1,37,15,0,2,64.2,"1233","uc003cfg.1","CCR4"
29457,29,22,25,21,31,18,59.99,23.11,"2720","uc003cfh.1,uc003cfi.1,uc003cfj.1,uc011axk.1","GLB1"
29458,0,0,0,0,0,0,0,0,NA,"uc032rjb.1",NA
29459,11,23,0,8,25.68,3,3,6,"643853","uc003cfk.2,uc011axl.1","TMPPE"
29460,3.72,4.66,0,40.65,6.17,1.18,7.96,6,"10491","uc003cfl.4,uc003cfn.3,uc010hfz.3","CRTAP"
29461,1.9,6,0,3.96,0,1.5,0.91,3.33,"26032","uc003cfo.1","SUSD5"
29462,0,0,0,0,12,0,0,0,"25827","uc003cfp.3,uc011axm.1,uc011axn.1,uc011axo.2,uc011axp.2,uc011axq.2,uc011axr.2,uc011axs.1,uc032rjc.1","FBXL2"
29463,10,13,26,42.46,23.54,18.95,6.91,35.96,"7342","uc003cfq.5,uc003cfr.5,uc010hga.4","UBP1"
29464,133.1,112.7,73.52,104.25,72.77,231.7,194.36,81.53,NA,"uc032rjd.1",NA
29465,0,0,0,0,0,0,0,0,NA,"uc021wuz.1",NA
29466,15,16,15,69.38,59.99,4.98,48.82,33.21,"23122","uc003cfs.4,uc003cfv.3,uc003cfw.2,uc011axt.1,uc011axu.1,uc021wva.2,uc021wvb.2,uc021wvc.2,uc021wvd.1","CLASP2"
29467,179.64,75.93,45,98.01,177.79,27.01,451.45,144.29,"10015","uc003cfx.4,uc003cfy.4,uc011axv.3,uc011axw.3","PDCD6IP"
29468,0,0,0,0,0,0,0,0,NA,"uc032rje.1",NA
29469,0,0,0,0,0,0,0,0,NA,"uc032rjf.1",NA
29470,0,0,0,0,0,0.06,0,0,NA,"uc032rjg.1",NA
29471,0,0,0,0,0,0,0,0,NA,"uc032rjh.1",NA
29472,0,0,0,0,0,0,0,0,NA,"uc032rji.1",NA
29473,0,0,0,0,0,0,0,0,NA,"uc032rjj.1",NA
29474,0,0,1,0,0,0,0,0,"10777","uc003cfz.4,uc003cga.3,uc003cgb.3,uc003cgc.3,uc003cgd.3,uc003cge.3,uc003cgf.3,uc003cgg.3,uc011axx.3,uc011axy.2","ARPP21"
29475,0,0,0,0,0,0,0,0,"406916","uc011axz.1","MIR128-2"
29476,0,2,0,0,0,0,0,0,"6769","uc003cgh.1,uc010hgd.1,uc011aya.1","STAC"
29477,0,0,0,0,0,0,0,0,NA,"uc032rjk.1",NA
29478,0,0,0,0,0,0,0,0,NA,"uc032rjl.1",NA
29479,0,0,0,0,0,0,0,0,NA,"uc032rjm.1",NA
29480,0,0,0,0,0,0,2.01,0,"85443","uc003cgi.2","DCLK3"
29481,54.85,178.86,111.49,158.87,63.96,141,649.27,288.17,"9881","uc003cgj.3","TRANK1"
29482,32.02,44,38.05,46.49,75.88,28.02,230.83,30.04,"9852","uc003cgk.3","EPM2AIP1"
29483,28,30.83,55,23.78,38,13.03,145.88,9.98,"4292","uc003cgl.3,uc003cgn.4,uc003cgo.3,uc010hge.3,uc010hgg.1,uc010hgh.1,uc010hgi.1,uc010hgj.1,uc010hgk.3,uc010hgl.1,uc010hgm.3,uc010hgn.3,uc010hgo.3,uc010hgp.5,uc010hgq.3,uc011ayb.2,uc011ayc.2,uc011ayd.2,uc011aye.2","MLH1"
29484,1,6,4,5,1,0,2,0,"9209","uc003cgs.3,uc003cgt.3,uc011ayf.2,uc032rjn.1","LRRFIP2"
29485,0,0,0,0,0,0,0,0,NA,"uc021wve.1",NA
29486,0,0,0,0,0,0,0,0,NA,"uc032rjo.1",NA
29487,0,10.06,1.23,12.5,4.74,13.64,7.68,10.42,NA,"uc032rjp.1",NA
29488,25,8.1,59.78,108.14,34.34,10.77,76.02,57.65,"2803","uc003cgu.2,uc003cgv.3,uc003cgw.3,uc003cgx.3,uc010hgr.2,uc010hgs.3","GOLGA4"
29489,0.71,0,0,5,0,6,2.01,0,"339883","uc003cgy.1,uc003cgz.1,uc003cha.4,uc003chb.3,uc021wvf.1","C3orf35"
29490,0,0,0,0,0,0,0,0,"3680","uc003chc.3,uc003chd.3","ITGA9"
29491,0,2.51,0,5.05,2.81,0,6.93,0.99,"101928153","uc003che.3","ITGA9-AS1"
29492,0,0,0,0,0,0,4.23,0,"10217","uc003chg.3,uc003chh.3","CTDSPL"
29493,0,0,0,0,0,0,0,0,"407015","uc011ayg.2","MIR26A1"
29494,0,0,0,0,0,0,0,0,NA,"uc021wvh.1",NA
29495,1,7.02,28.56,10,0,0,32.47,15,"50853","uc003chj.3,uc003chk.1,uc003chl.3,uc010hgu.3","VILL"
29496,3,6,0,77,0,0,0,30.99,"5333","uc003chm.3,uc003chn.3","PLCD1"
29497,0,26,0,55,1,0,0,2,"9940","uc003cho.1,uc003chp.1,uc003chq.1,uc003chr.1,uc003chs.1,uc010hgv.1,uc010hgw.1,uc010hgx.1","DLEC1"
29498,0,0,0,0,0,0,0,0,NA,"uc032rjq.1",NA
29499,0,0,0,0,0,0,0,0,NA,"uc032rjr.1",NA
29500,8,0,0,8,0,4.98,6,25,"30","uc003cht.3,uc003chu.3","ACAA1"
29501,61.02,42.86,9,42.87,46,2,71.78,50.84,"4615","uc003chx.3,uc011ayh.2,uc011ayi.2,uc011ayj.2,uc011ayk.2,uc011ayl.2","MYD88"
29502,0,0,2.01,13,6.02,1,3,21.88,"9943","uc003chy.3,uc010hha.1,uc010hhb.3","OXSR1"
29503,0,0,0,0,0,0,0,0,"9390","uc003chz.3,uc011aym.1,uc011ayn.1","SLC22A13"
29504,0,0,0,0,0,0,0,0,"9389","uc003cia.2,uc003cib.2,uc010hhc.1,uc011ayo.1","SLC22A14"
29505,0,0,0,0,0,0,0,0,NA,"uc032rjs.1",NA
29506,0,0,0,0,0,0,9,3,"9942","uc003cic.2,uc003cid.1,uc011ayp.1","XYLB"
29507,1.81,2.77,2,4.66,2.09,0,18.01,2.1,"100128640","uc003cie.2","ACVR2B-AS1"
29508,0,2.02,2,47.22,0,1.99,105.71,8.26,"93","uc003cif.3,uc003cig.3","ACVR2B"
29509,17.88,24.36,27.09,38.27,15.7,30.27,59.45,24.47,"9941","uc003cih.2,uc003cii.2,uc003cij.2,uc003cik.2,uc010hhd.2,uc010hhe.2,uc010hhf.2,uc010hhg.3,uc011ayq.1","EXOG"
29510,0,0,0,0,0,0,0,0,NA,"uc032rjt.1",NA
29511,0,0,0,0,0,1,0,0,"6331","uc010hhl.1,uc021wvi.2,uc021wvj.2,uc021wvw.2,uc032rju.1,uc032rjv.1,uc032rjw.1,uc032rjx.1,uc032rjy.1","SCN5A"
29512,0,0,0,0,0,0,0,0,"6331","uc021wvx.1","SCN5A"
29513,0,0,0,0,0,0,0,0,"6336","uc003ciq.3","SCN10A"
29514,0,0,0,0,0,0,0,0,NA,"uc032rjz.1",NA
29515,8.2,5.82,3.08,35.84,5.02,10.79,17.36,14.5,"11280","uc003cis.1,uc010hhn.1,uc032rka.1,uc032rkb.1","SCN11A"
29516,13,0,0,15.69,12,38,13,29,"57599","uc003cit.3,uc003ciu.3,uc011ayt.1,uc011ayu.1,uc011ayv.1","WDR48"
29517,15.24,27.18,5,32.81,0,19.14,56.36,2.26,"64689","uc003civ.2,uc003ciw.2,uc003cix.2,uc003ciy.2,uc003ciz.2,uc011ayw.2","GORASP1"
29518,9.76,32.87,13,12.17,14.02,27.86,55.35,4.73,"199223","uc003cja.3,uc003cjb.3,uc003cjc.2,uc003cjd.2,uc003cjf.2,uc010hho.2,uc011ayx.1,uc011ayy.2,uc031ryv.1","TTC21A"
29519,0,0,0,0,0,0,0,0,"102466743","uc032rkc.1","MIR6822"
29520,8.06,8,3,14.67,9.02,0,6,21,"64651","uc003cjg.3,uc003cjh.3","CSRNP1"
29521,0,0,0,0,0,0,0,4,"165904,NA","uc003cji.3,uc003cjj.3,uc003cjk.2,uc021wvz.2","XIRP1,NA"
29522,0,0,0,0,0,0,0,0,NA,"uc032rkd.1",NA
29523,0,0,0,0,0,0,0,0,NA,"uc032rke.1",NA
29524,0,0,0,0,1,0,1,26,"1524","uc003cjl.3,uc021wwa.1,uc021wwb.1,uc021wwc.1","CX3CR1"
29525,0,0,0,0,0,0,0,0,"1237","uc003cjm.2,uc010hhr.2","CCR8"
29526,0,0,0,0,0,0,0,0,NA,"uc032rkf.1",NA
29527,6,35,1,50.01,28.98,4,27,17,"54977","uc003cjo.2","SLC25A38"
29528,27.49,11.5,30.81,67.19,40.08,24.99,40.53,32.75,"3921","uc003cjp.3,uc003cjq.3","RPSA"
29529,0,0,0,0,0,0,0,0,"574040","uc003cjs.1","SNORA6"
29530,0,0,0,0,0,1,0,0,"6044","uc010hhs.3","SNORA62"
29531,0,0,0,0,0,0,0.12,0,"4336","uc031ryw.1","MOBP"
29532,21.29,8.18,10.36,35.85,16.44,24.75,129.93,16.24,"4336,NA","uc003cju.4,uc003cjv.4,uc003cjw.4,uc003cjx.4,uc003cjy.4,uc010hht.3,uc021wwf.1,uc031ryx.1","MOBP,NA"
29533,8.46,3.02,1.29,24.56,10.08,2,35.4,6.19,"4336","uc003cjz.4","MOBP"
29534,0,0,0,0,0,0,0,0,NA,"uc032rkg.1",NA
29535,0,0,0,0,0,0,0,0,NA,"uc032rkh.1",NA
29536,0,0,0,0,0,0,0,0,NA,"uc032rki.1",NA
29537,0,0,0,0,0,0,0,0,"25924","uc003cka.4,uc010hhu.4,uc010hhv.4,uc010hhw.4,uc010hhx.1,uc011ayz.2,uc032rkj.1","MYRIP"
29538,0,0,0,0,0,0,0,0,NA,"uc032rkk.1",NA
29539,0,0,0,0,0,0,0,0,NA,"uc032rkl.1",NA
29540,0,2,0,0,0,0,0,0,"440952","uc003ckb.3","EIF1B-AS1"
29541,0,0,0,0,0,0,0,0,NA,"uc021wwg.1",NA
29542,11.19,18,13,12,7,0,4,4,"10289","uc003ckc.4","EIF1B"
29543,0,0,0,0,0,0,0,0,"956","uc003ckd.4,uc010hhy.3","ENTPD3"
29544,3.3,4.59,1.43,17.46,7.72,2.62,25.05,5.74,"285266","uc003cke.4","ENTPD3-AS1"
29545,0,0,0,0,0,0,0,0,NA,"uc003ckf.3",NA
29546,169.02,23,163.45,352.37,64,7,137.12,125.45,"9045","uc003ckg.4,uc003ckh.4","RPL14"
29547,10.28,13.31,20.19,53.86,73.69,15.34,63.36,20.57,"285267","uc003ckj.3,uc011aza.2,uc011azb.2,uc011azc.2,uc011azd.2,uc021wwh.1","ZNF619"
29548,4.04,2.83,1,3.9,0.1,1.02,11.99,3.21,"253639","uc003ckk.4,uc003ckl.4,uc031ryy.1","ZNF620"
29549,51.41,24.03,26.27,168.66,33.41,46.98,103.08,56.92,"285268","uc003ckm.3,uc003ckn.3,uc003cko.3,uc011aze.2,uc032rkm.1","ZNF621"
29550,0,0,0,0,0,0,0,0,NA,"uc032rkn.1",NA
29551,18,30,5,60,29.15,55.16,7451.93,52.46,"1499,NA","uc003ckp.2,uc003ckq.2,uc003ckr.2,uc003cks.3,uc010hia.1,uc011azf.1,uc011azg.1","CTNNB1,NA"
29552,0,0,2.99,3,1,1,16.01,5.91,NA,"uc010hib.3",NA
29553,19,4,62.07,115.4,37.01,1,62.84,69.63,"54986","uc003cku.4,uc003ckv.4,uc003ckw.2,uc003ckx.1","ULK4"
29554,0,0,0,0,0,0,0,0,NA,"uc032rko.1",NA
29555,0,0,0,0,0,0,0,0,NA,"uc032rkp.1",NA
29556,0,0,0,0,0,0,0,0,NA,"uc032rkq.1",NA
29557,0,0,0,0,0,0,0,0,NA,"uc032rkr.1",NA
29558,0,0,0,0,0,0,0,0,NA,"uc032rks.1",NA
29559,0,0,0,0,0,0,0,0,NA,"uc021wwi.1",NA
29560,19,60,49,18,39.16,120.88,57.85,25.47,"22906","uc003cky.4,uc003ckz.5,uc003cla.4,uc011azh.3,uc011azi.3,uc011azj.3","TRAK1"
29561,0,0,0,0,0,0,0,0,NA,"uc021wwj.1",NA
29562,0,0,0,0,0,0,0,0,"885","uc003cld.1,uc011azk.1,uc021wwk.1","CCK"
29563,0,0,0,0,0,0,0,0,"131375","uc003cle.3","LYZL4"
29564,1,0,0,105.99,0,0,1,43.13,"7433","uc003clf.2,uc003clg.2,uc011azl.1,uc011azm.1,uc011azn.2,uc021wwl.1","VIPR1"
29565,16.57,3.36,3.76,69.91,15.43,7.68,28.64,17.26,"9117","uc003clh.3,uc003cli.3,uc003clj.3,uc010hic.3,uc011azo.2","SEC22C"
29566,0,0,1,3,0,0,4.37,7.81,"51188","uc003clk.1","SS18L2"
29567,0,0,0,0,0,0,0,0,NA,"uc032rkt.1",NA
29568,158.41,87.42,121.93,422.39,224.84,36.57,587.81,286.47,"4820","uc003cll.1,uc003clm.1,uc003clo.3,uc003clp.3,uc003clq.1,uc003clr.1,uc003cls.3,uc011azp.2","NKTR"
29569,0,0,0,0,0.47,3,0,0,"92999","uc003clu.2","ZBTB47"
29570,0,0,0,0,0,0,0,0,"131377","uc003clv.1","KLHL40"
29571,0,0,0,0,0,0,0,0,"57467","uc003clw.3,uc003clx.3","HHATL"
29572,0,0,0,0,0,0,1,0,"152206","uc003cly.4,uc003clz.2,uc011azq.1","CCDC13"
29573,0,0,0,0,0,0,0,0,"100874114","uc031rza.1","CCDC13-AS1"
29574,0,0,0,0,0,0,0,0,NA,"uc032rku.1",NA
29575,24.25,15.23,17.13,40,12.75,9.23,72.77,22.74,"25994","uc003cma.4,uc003cmb.4,uc010hid.3","HIGD1A"
29576,0,0,0,0,0,0,0,0,NA,"uc032rkv.1",NA
29577,0,0,0,0,0,0,0,0,NA,"uc032rkw.1",NA
29578,0,0,0,0,0,0,0,0,NA,"uc032rkx.1",NA
29579,7.51,11.67,15.69,46.94,16.14,6.61,118.06,29.23,"1238","uc003cmc.1,uc003cme.3,uc003cmf.3,uc003cmg.3","ACKR2"
29580,6.77,7.98,4.22,13.77,15.07,11.28,27.1,20.73,"1582","uc003cmh.3","CYP8B1"
29581,21.9,14.61,6.09,50.71,20.63,11.65,94.53,26.2,"389114","uc003cmi.2,uc003cmj.2,uc003cmk.2","ZNF662"
29582,0,0,0,0,0,0,0,0,"100506243","uc003cmm.4,uc003cmn.4","KRBOX1"
29583,0,0,0,0,0,0,0,0,NA,"uc032rky.1",NA
29584,0,0,0,0,0,0,0,0,"729085","uc003cmo.3,uc003cmp.5,uc010hih.3,uc010hii.3","FAM198A"
29585,0,0,0,0,0,0,0,0,NA,"uc032rkz.1",NA
29586,0,0,0,27,0,0,0,0,"84892","uc003cmq.2,uc003cmr.2","POMGNT2"
29587,8.59,32.05,19.77,128.24,40.99,7,52,93.58,"54861","uc003cms.4,uc003cmt.4,uc003cmu.3,uc010hik.3,uc011azr.2","SNRK"
29588,2.43,0,0,0,11.01,0,0,7.17,"100873954","uc031rzb.1","SNRK-AS1"
29589,15,4,0,8,0,0,0,0,"55129","uc003cmv.3,uc003cmw.3,uc010hil.3,uc011azs.2,uc011azt.2","ANO10"
29590,0,0,0,0,0,0,0,0,NA,"uc032rla.1",NA
29591,0,0,0,0,0,0,0,0,NA,"uc032rlb.1",NA
29592,0,0,0,0,0,0,0,0,NA,"uc032rlc.1",NA
29593,0,0,0,0,0,0,0,0,NA,"uc032rld.1",NA
29594,11.08,1.89,0,1,7.01,0,27.88,11,"51099","uc003cmx.3","ABHD5"
29595,0,0,0,0,0,0,0,0,"406929","uc011azu.1","MIR138-1"
29596,0,0,0,0,0,0,0,0,"375337","uc003cna.4","TOPAZ1"
29597,0,0,0,0,0,0,0,0,NA,"uc032rle.1",NA
29598,4.96,0,4,68.05,22.33,1,12.81,26.19,"285343","uc003cnb.4,uc003cnc.4,uc003cnd.4,uc003cne.4,uc010him.3,uc032rlf.1","TCAIM"
29599,0,0,0,0,0,0,0,0,NA,"uc032rlg.1",NA
29600,22.24,25.6,11.91,102.69,28.42,33.48,65.82,79.77,"353274","uc003cnf.2,uc011azv.1","ZNF445"
29601,11.09,1,1.74,38.05,10.09,11,26.12,0,"285346","uc011azy.3,uc032rlh.1","ZNF852"
29602,9.66,8.92,40.25,27.99,6.19,3.34,17.38,7,"55888","uc003cnh.5,uc003cni.4,uc003cnj.4,uc003cnk.4,uc010hin.4,uc010hio.4","ZKSCAN7"
29603,0,1,0,0,0,0,0,0,"285349","uc003cnl.1","ZNF660"
29604,6.07,2,5.1,35.98,3,4.66,50.12,9.78,"10168","uc003cnm.3,uc003cnn.3,uc003cno.3,uc003cnp.3","ZNF197"
29605,0,0,2,5,6,0,6.02,0,"7584","uc003cnq.3,uc003cnr.3","ZNF35"
29606,0,0,0,4,2.86,11,7.36,15.31,"91392","uc003cns.3,uc003cnt.3,uc011baa.2,uc011bab.2,uc032rli.1","ZNF502"
29607,3,5,0,4.01,3.01,0,12.58,7,"115560","uc003cnu.2,uc031rzc.1","ZNF501"
29608,53.89,23.95,19.95,71.81,51.54,7.71,72.18,46.75,"57456","uc011bac.2","KIAA1143"
29609,0,0,0,0,5,5,0,0,"56992","uc003cnx.4,uc003cny.1,uc010hiq.3,uc010hir.3","KIF15"
29610,0,0,0,0,0,0,0,0,NA,"uc032rlj.1",NA
29611,0,0,0,0.99,0,0,2,0,"131616,693149","uc003cnz.3,uc021wwr.1","TMEM42,MIR564"
29612,0,0,0,0,0,0,0,0,"7047","uc003cob.4,uc003coc.4","TGM4"
29613,36.13,14.32,11.32,121.08,16.36,11.29,43.67,113.58,"51304,NA","uc003cod.3,uc003coe.3,uc003cog.3,uc021wws.1","ZDHHC3,NA"
29614,1,0,10,15.01,16,0,3,0,"23016","uc003coh.1,uc003coi.2,uc010his.1","EXOSC7"
29615,0,0,0,0,0,0,0,0,"7123","uc003cok.4","CLEC3B"
29616,11.97,21.12,1.57,22.37,23.46,9.01,47.75,12.94,"64866","uc003com.4,uc003con.4","CDCP1"
29617,0,0,0,0,0,0,0,0,"25907","uc011baf.2","TMEM158"
29618,0,0,0,0,0,0,0,0,NA,"uc032rlk.1",NA
29619,1,13,4,7,8,0,0,0,"23395","uc003cop.1,uc010hit.1","LARS2"
29620,3.84,4.75,1.54,10.14,4.29,1.03,29.16,5.73,"100885795","uc031rzd.1","LARS2-AS1"
29621,42.39,31.93,28.25,38.69,40.76,21.57,129.53,29,"8994","uc003coq.3","LIMD1"
29622,0,0,0,12.28,0,0,0,1,"644714","uc003cor.3","LIMD1-AS1"
29623,0,0,0,0,0,0,0,0,NA,"uc021wwu.2",NA
29624,45,6,18,30,59.85,3,86.56,48.58,"22908","uc003cos.2,uc011bag.1,uc011bah.1","SACM1L"
29625,27.29,7.21,7,58.89,17.75,10.01,28.73,27.24,"54716","uc011bai.2,uc011baj.2","SLC6A20"
29626,9,0,1,8,0,0,27,0,"54585","uc003cox.2,uc003coy.2,uc031rze.1,uc031rzf.1","LZTFL1"
29627,1,0,0,13,0,0,7,0,"10803","uc003coz.2,uc003cpa.2,uc010hiv.2","CCR9"
29628,22,9,0,72.11,12,10.32,20.45,83.11,"79443","uc003cpb.5,uc011bal.1","FYCO1"
29629,0,9,3,0,0,0,1,6.01,"10663","uc003cpc.1,uc010hix.1","CXCR6"
29630,0,0,0,0,0,0,0,0,NA,"uc003cpd.1",NA
29631,0,0,0,0,0,0,12.06,0,"2829","uc003cpe.3,uc003cpf.3","XCR1"
