"gene_id","833_M_280","833_M_BTK_216","833_N_272","833_P_288","833_P_BTK_224","833_T_296","833_T_BTK_232"
29055,0,0,0,0,0,0.02,0
29056,0,0,0,0,0,0,0
29057,0,0,0,0,0,0,0
29058,0,0,0,0,0,0,0
29059,0,0,0,0,0,0,0
29060,0,0,0,0,0,0,0
29061,0,0,0,0,0,0,0
29062,0,0,0,0,0,0,0
29063,0,0,0,0,0,0,0
29064,0,0,0,0,0,0,0
29065,0,0,0,0,0,0,0
29066,0,0,0,0,0,0,0
29067,0,0,0,1,0,0,0
29068,0,0,0,0,0,0,0
29069,0,0,0,0,0,0,0
29070,0,0,0,0,0,0,0
29071,0,0,0,0,0,6.77,0
29072,0,0,0,0,0,0,0
29073,0,0,0,146.16,12,0,0
29074,0,0,0,0,0,0,0
29075,0,0,0,0,0,0,0
29076,0,0,0,0,0,0,0
29077,0,0,0,0,0,0,0
29078,2,1,0,0,0,0,0
29079,0,0,0,0,0,0,0
29080,0,0,0,0,0,0,0
29081,0,0,0,0,0,0,0
29082,0.89,0,0,0,0,0,0
29083,0,0,0,0,0,0,0
29084,0,0,0,0,0,0,0
29085,0,0,0,0,0,0,0
29086,0,0,0,0,0,0,0
29087,0,0,0,0,0,0,0
29088,0,0,0,0,0,0,0
29089,0,0,0,0,0,0,0
29090,0,0,0.71,5.15,0,0,0
29091,0,0,0,0,0,0,0
29092,0,0,0,0,0,0,0
29093,0,0,0,0,0,0,0
29094,0,0,0,0,0,0,0
29095,0,0,3.73,0,0,0,0
29096,22.75,0,3,2.12,0,6,0
29097,0,0,0,0,0,0,0
29098,9.06,1,0,62.84,0,9,0
29099,0,0,0,0,0,0,0
29100,0,0,0,162.92,0,0,0
29101,0,0,0,0,0,0,0
29102,0,0,0,0,0,0,0
29103,0,0,3,157.78,0,3,0
29104,13.4,0,17,0,0,3,0
29105,0,0,0,0,0,0,0
29106,197.65,3,2,118,9,4,0
29107,0,0,0,0,0,0,0
29108,1,0,0,0,0,0,0
29109,0,0,0,0,0,0,0
29110,0,0,0,0,0,0,0
29111,0,0,0,0,0,0,0
29112,2.86,0,0,37.5,0,1.96,0
29113,224.97,0,0,51,0,1,0
29114,0,0,0,0,0,0,0
29115,3,1,0,248,4,2,3
29116,0,2,3,201.01,1,1,0
29117,0,0,0,0,0,0,0
29118,0,0,0,0,0,0,0
29119,0,0,0,0,0,0,0
29120,0,0,0,0,0,0,0
29121,0,0,0,0,0,0,0
29122,3,0,0,9.72,0,3,0
29123,0,0,0,0,0,0,0
29124,0,0,0,0,0,0,0
29125,0,0,0,0,0,1,0
29126,0,0,0,0,0,0,0
29127,0,0,0,0,0,0,0
29128,0,0,0,0,0,0,0
29129,0,0,0,0,0,0,0
29130,0,1,0,0,0,0,0
29131,0,0,0,0,0,0,0
29132,0,0,0,0,0,0,0
29133,0,0,0,0,0,0,0
29134,0,0,0,0,0,0,0
29135,0,0,0,0,0,0,0
29136,0,0,0,0,0,0,0
29137,0,0,0,0,0,0,0
29138,0,0,0,0,0,0,0
29139,0,0,0,0,0,0,0
29140,0,0,0,0,0,0,0
29141,0,1,0,0,0,0,0
29142,0,0,0,0,0,0,0
29143,0,0,0,5.92,0,4,0
29144,70,0,1,0,0,0,0
29145,1.03,0,0,5.99,0,0,0
29146,0,0,0,0,0,0,0
29147,0,0,0,0,0,0,0
29148,0,0,0,0,0,0,0
29149,0,0,0,0,0,0,0
29150,12,71,6.04,38.98,1.01,26.17,0
29151,3.86,0,0,66,7,55,0
29152,67.73,1,4,276,0,53.99,1
29153,2,1,0,0,0,0,0
29154,0,0,0,0,0,0,0
29155,0,0,0,0,0,0,0
29156,0,0,0,0,0,0,0
29157,0,0,0,0,0,0,0
29158,0,0,0,0,0,0,0
29159,2,2,0,2,0,1,0
29160,0,0,0,0,0,0,0
29161,19,0,59.14,189.56,0,0,0
29162,0,0,0,273.29,0,0,0
29163,4.7,1.28,14.31,21.94,0,1,0
29164,0,0.94,11,1,0,0,0
29165,40.69,10.6,5.02,72.22,1.07,5.21,0
29166,805.94,3.9,9.19,71.53,3,8.95,2
29167,31.4,0,0,65.07,0,8.48,1
29168,0,0,0,0,0,0,0
29169,0,0,0,0,0,0,0
29170,0,0,0,0,0,0,0
29171,0,3,0,0,0,1,0
29172,0,0,0,1.99,0,2,0
29173,12.68,0,44,18.67,0,0,0
29174,17,0,0,0,0,0,0
29175,0,0,0,0,0,0,0
29176,0,0,0,0,0,0,0
29177,0,0,0,0,0,0,0
29178,0,0,0,0,0,0,0
29179,42,1,1,9.03,0,3,0
29180,0,0,1,0,0,0,0
29181,181,4.02,0,139.72,2,2.86,0
29182,50.9,28.01,8.92,38.03,3.2,9,0
29183,0,0,0,16.49,0,0,0
29184,9.43,4.44,1.86,88.37,0,8.02,1
29185,22.31,2,5.85,65.39,7.72,7.5,0.15
29186,0,0,0,0,0,0,0
29187,0,0,0,0,0,0,0
29188,0,0,0,0,0,0,0
29189,0,0,0,0,0,0,0
29190,13.23,2,2,6,1,2.98,0
29191,0,0,0,0,0,0,0
29192,36.77,11.41,12.16,240.9,3.02,98.58,0
29193,0,0,0,0,0,0,0
29194,2.95,0,0,14.15,0,5.32,0
29195,1,31,2,1,0,1,0
29196,0,0,0,5,0,0,0
29197,0,0,0,0,0,0,0
29198,0,0,10.97,0,0,0,0
29199,8,2,53,6,1,3,0
29200,0,0,0,1,0,0,0
29201,0,0,0,0,0,0,0
29202,0,0,0,0,0,0,0
29203,0,0,0,0,0,0,0
29204,0,0,2.99,1.92,1,0,0
29205,0,0,0,0,0,0,0
29206,0,0,0,0,0,0,0
29207,0,0,0,0,0,0,0
29208,0,0,0,8.37,0.99,0,0
29209,30.2,0,0,3,1,0,0
29210,0,0,0,0,0,0,0
29211,0,0,0,0,0,0,0
29212,0,0,0,0,0,0,0
29213,0,0,0,0,0,0,0
29214,0,0,0,0,0,0,0
29215,0,0,0,0,0,0,0
29216,1,0,0,43,0,0,0
29217,4,0,0,0,0,4,0
29218,0,0,0,0,0,0,0
29219,0,1,0,1.06,0,0,0
29220,0,0,0,0,0,0,0
29221,0,0,0,0,0,0,0
29222,0,0,0,0,0,0,0
29223,0,0,0,0,0,0,0
29224,12.34,3.98,3.44,22.72,0.99,0.99,0
29225,3.59,0,0,21.33,0,11.39,0
29226,0,5.89,0,3.09,0,0,0
29227,0,0,0,47.78,0,260.46,0
29228,47,0,0,229,0,1,0
29229,0,0,0,3.41,0,0,0
29230,0,0,0,0,0,0,0
29231,24,0,0,0,0,0,0
29232,385.59,224.21,34,978.87,15,162,3
29233,0,0,0,0,0,0,0
29234,0,0,0,0,0,0,0
29235,0,0,0,0,0,0,0
29236,0,0,0,0,0,0,0
29237,0,0,0,0,0,0,0
29238,0,0,0,0,0,0,0
29239,0,0,0,0,0,0,0
29240,0,0,0,0,0,0,0
29241,0,0,0,0,0,0,0
29242,0,0,0,0,0,0,0
29243,0,0,0,0,0,0,0
29244,0,0,0,0,0,0,0
29245,0,0,0,0,0,0,0
29246,0,0,0,0,0,0,0
29247,0,0,0,0,0,0,0
29248,45.46,0,0,152.79,0,0,0
29249,0,0,0,0,0,0,0
29250,333.46,2,1,101,7.37,40.98,0
29251,0,0,0,0,0,0,0
29252,3,0,0,0,0,0,0
29253,0,0,0,0,0,0,0
29254,0,0,0,0,0,0,0
29255,0,0,0,0,0,0,0
29256,0.96,0,1,3.42,0,0,0
29257,0,0,0,0,0,0,0
29258,0,0,0,0,0,1,0
29259,1.15,0,0,1.07,0,0.37,0
29260,0,0,0,0,0,0,0
29261,0,0,0,0,0,0,0
29262,0,0,0,0,0,0,0
29263,0,4,0,0,0,0,0
29264,44.51,0,0,10.7,0,0,0
29265,4,1,2,25.99,1,14,0
29266,30,23,5,21.94,6,11,0
29267,0,0,0,6.68,0,0,0
29268,0,0,0,0,0,0,0
29269,0,0,0,0,0,0,0
29270,0,0,0,0.96,0,0,0
29271,3,1,0,1,0,0,0
29272,0,0,0,0,0,0,0
29273,0,0,0,0,0,0,0
29274,0,0,0,0,0,0,0
29275,187,3,1,10,2,1,1
29276,0,0,0,0,0,0,0
29277,0,0,0,0,0,0,0
29278,2.47,0,0,5.34,0,0,0
29279,6.63,0,0,27.31,0,4,0
29280,2.04,1,2,10.42,0,0,0
29281,3,0,0,9,0,1,0
29282,11.93,3,0,16.14,0,6,0
29283,0,0,0,0,0,0,0
29284,0,0,0,0,0,0,0
29285,0,0,0,0,0,0,0
29286,5.24,1,3.4,139.29,0,6,0
29287,0,0,0,0,0,0,0
29288,0,0,0,0,0,0,0
29289,0,0,0,0,0,0,0
29290,0,0,0,0,0,0,0
29291,0,0,0,0,0,0,0
29292,3,2,0,93,0,29,0
29293,65,0,0,247,0,0,0
29294,0,0,0,425.27,1,0,0
29295,0,0,0,0,0,0,0
29296,3.03,3,1,42.51,0,2.06,0
29297,0,2,1,30.85,0,0,0
29298,0,0,0,0,0,0,0
29299,0,0,0,0,0,0,0
29300,0,0,0,0,0,0,0
29301,0,0,0,4.83,0,0,0
29302,4,0,2,370.18,0,0,0
29303,105.56,0,3.04,401.02,3.01,4.06,0
29304,0,0,0,0,0,0,0
29305,0.98,0.77,0,16.67,0,0,0
29306,0,0,0,0,0,0,0
29307,0,0,0,0,0,0,0
29308,0,0,0,0,0,0,0
29309,0,0,0,0,0,0,0
29310,0,0,0,0,0,0,0
29311,13.51,2.55,0.68,17.37,0.95,0,0
29312,0,0,0,0,0,0,0
29313,0,0,0,0,0,0,0
29314,0,0,0,0,0,0,0
29315,0,2.08,0,0,1,0,0
29316,0,0,0,1,0,8,0
29317,81,3,1,91.03,0,0,0
29318,0,0,0,0,0,0,0
29319,0,0,0,0,0,0,0
29320,0,0,0,0,0,0,0
29321,2,0,0,2,0,0,0
29322,0,0,0,0,0,0,0
29323,15.37,6.01,0,22.52,0,0,1
29324,0,0,0,0,0,0,0
29325,0,0,0,0,0,0,0
29326,0,0,0,0,0,0,0
29327,0,0,0,0,0,0,0
29328,0,0,0,0,0,0,0
29329,0,0,0,0,0,0,0
29330,0,0,0,0,0,0,0
29331,0,0,0,0,0,0,0
29332,0,0,0,0,0,0,0
29333,1,0,0,86.01,0,68.79,0
29334,0,0,0,0,0,0,0
29335,0,0,0,0,0,0,0
29336,0,0,0,1.01,0,0,0
29337,0,0,0,0,0,0,0
29338,0,0,0,0,0,0,0
29339,0,0,0,0,0,0,0
29340,0,0,0,0,0,0,0
29341,0,0.57,1,0,0,0,0
29342,0,0,0,0,0,0,0
29343,5.1,0,1,45,0,0,0
29344,0,0,0,0,0,0,0
29345,13.73,3.21,1,37.1,0.84,3,0
29346,0,0,0,0,0,0,0
29347,0,0,0,0,0,0,0
29348,0,0,0,0,0,0,0
29349,0,0,0,0,0,0,0
29350,0,0,0,0,0,0,0
29351,0,0,0,0,0,0,0
29352,0,0,0,0,0,0,0
29353,0,0,0,0,0,0,0
29354,0,0,0,0,0,0,0
29355,0,0,0,0,0,0,0
29356,0,0,0,0,0,0,0
29357,0,0,0,0,0,0,0
29358,0,0,0,0,0,0,0
29359,0,0,0,0,0,0,0
29360,0,0,0,0,0,0,0
29361,0,0,0,0,0,0,0
29362,0,0,0,0,0,0,0
29363,0,0,0,0,0,0,0
29364,0,0,0,0,0,0,0
29365,0,0,0,0,0,0,0
29366,4,0,1.12,5,0,0,0
29367,0,0,0,0,0,0,0
29368,0,0,0,0,0,0,0
29369,15,2,0,6,0,1,0
29370,0,0,0,0,0,0,0
29371,0,0,0,0,0,0,0
29372,0,0,0,0,0,0,0
29373,1,0,0,0,0,0,0
29374,225.98,363.56,28.82,503.23,27.11,194.39,4
29375,0,3.78,0,5.28,0,1,0
29376,0,0,0,0,0,0,0
29377,0,0,0,6,0,0,0
29378,0,0,0,0,0,0,0
29379,0,0,0,0,0,0,0
29380,0,0,0,0,0,0,0
29381,0,0,0,0,0,0,0
29382,0,0,0,0,0,0,0
29383,0,1,0,6,0,1,0
29384,0,0,0,0,0,0,0
29385,11,2,0,84.98,2,2,0
29386,47,0,0,1,0,0,0
29387,0,0,0,0,0,0,0
29388,0.54,0,0,0,0,0,0
29389,0,0,0,0,0,0,0
29390,0,0,0,0,0,0,0
29391,0,0,0,0,0,0,0
29392,0,0,0,0,0,0,0
29393,0,0,0,0,0,0,0
29394,0,0,0,0,0,0,0
29395,0,0,0,0,0,0,0
29396,0,0,0,0,0,0,0
29397,0,0,0,0,0,0,0
29398,3,0,0,1,0,143.81,0
29399,0,0,0,0,0,0,0
29400,0,0,0,3,0,3,0
29401,0,0,0,0,0,0,0
29402,0,0,0,0,0,0,0
29403,0,0,0,0,0,0,0
29404,0,0,0,0,0,0,0
29405,0,0,1,1,0,2,0
29406,0,0,1,4,0,3,0
29407,0,0,0,0,0,0,0
29408,0,0,0,0,0,0,0
29409,0,0,0,0,0,0,0
29410,0,0,0,0,0,0,0
29411,0,0,0,0,0,0,0
29412,0,0,0,0,0,0,0
29413,0,0,0,0,0,0,0
29414,0,0,0,0,0,0,0
29415,0,0,0,0,0,0,0
29416,0,0,0,0,0,0,0
29417,0,0,0,0,0,0,0
29418,0,0,0,0,0,0,0
29419,0,0,0,0,0,0,0
29420,0,0,0,0,0,0,0
29421,0,0,0,0,0,0,0
29422,95,50,0,16.02,2,1,0
29423,0,0,0,0,0,0,0
29424,0,0,0,0,0,0,0
29425,0,0,0,0,0,0,0
29426,9.43,0,2,75.13,3,1.92,0
29427,50.13,3.96,0,101.36,0,2.33,0
29428,0,0,0,0,0,0,0
29429,0,0,0,0,0,0,0
29430,0,0,0,0,0,0,0
29431,0,0,0,0,0,0,0
29432,2,0,1,13.03,0,0,0
29433,0,0,0,0,0,0,0
29434,0,0,0,0,0,0,0
29435,0,0,0,0,0,0,0
29436,0,0,0,0,0,0,0
29437,0,0,0,0,0,0,0
29438,0,0,0,0,1,0,0
29439,27.86,16,4,130,3,1,0
29440,0,0,0,0,0,0,0
29441,0,0,0,3,0,1,0
29442,0,0,0,0,0,0,0
29443,0,0,0,0,0,0,0
29444,0,0,0,0,0,0,0
29445,0,0,0,0,0,0,0
29446,0,0,0,0,0,0,0
29447,0,0,0,0,0,0,0
29448,1,4,1,5.04,0,2,0
29449,0,0,0,0,0,0,0
29450,0,0,0,0,0,0,0
29451,0,0,0,0,0,0,0
29452,0,0,0,0,0,0,0
29453,0,0,0,0,0,0,0
29454,0,0,0,0,0,0,0
29455,0,0,0,0,0,0,0
29456,0,0,0,0,0,35,0
29457,35.56,3,0,1,0,88,0
29458,0,0,0,0,0,0,0
29459,1,0,0,87,0,0,0
29460,0,0,0,137.83,0,1,0
29461,0,0,0,11.05,0,0,0
29462,0,0,0,1,0,0,0
29463,0,0,0,48,0,3,0
29464,21.13,3.57,3.03,565.42,1.08,53.73,0
29465,0,0,0,0,0,0,0
29466,1,0,1,27,0,1.03,0
29467,8,6,118.52,78,1,5,2
29468,0,0,0,0,0,0,0
29469,0,0,0,0,0,0,0
29470,0,0,0,0,0,0,0
29471,0,0,0,0,0,0,0
29472,0,0,0,0,0,0,0
29473,0,0,0,0,0,0,0
29474,0,0,0,307,0,0,0
29475,0,0,0,0,0,0,0
29476,0,0,0,0,0,0,0
29477,0,0,0,0,0,0,0
29478,0,0,0,0,0,0,0
29479,0,0,0,0,0,0,0
29480,0,0,0,1.97,0,0,0
29481,123.88,1,1,25,0,36,0
29482,5.24,2,1,33.84,2,0,0
29483,1,0,0,11.05,0,0,0
29484,0,0,0,1,0,0,0
29485,0,0,0,0,0,0,0
29486,0,0,0,0,0,0,0
29487,0,0,0,6.25,0,3.54,0
29488,5,6,13,129.09,2,5,0
29489,0,0,0,0,0,0,0
29490,0,0,0,0,0,0,0
29491,0,0,0,1,0,0,0
29492,0,0,0,0,0,0,0
29493,0,0,0,0,0,0,0
29494,0,0,0,0,0,0,0
29495,0,0,0,16,0,0,0
29496,2,0,1,1,0,2,0
29497,2,0,0,1,0,0,0
29498,0,0,0,0,0,0,0
29499,0,0,0,0,0,0,0
29500,0,2,1,5,0,0,0
29501,0,0,0,86,0,3,1
29502,7,1,2,22,0,0,0
29503,5.16,0,0,0,0,0,0
29504,0,0,0,0,0,0,0
29505,0,0,0,0,0,0,0
29506,0,0,0,0,0,0,0
29507,3.05,0,1.98,14.81,0,0,0
29508,4.13,0,0,1,0,0,0
29509,5.09,28.4,4,48.78,1.08,29.56,0
29510,0,0,0,0,0,0,0
29511,0,0,0,0,0,0,0
29512,0,0,0,0,0,0,0
29513,0,0,0,0,0,0,0
29514,0,0,0,0,0,0,0
29515,17.68,0,2,19.68,0,0,0
29516,0,0,0,14,0,2,0
29517,78.56,0,0,8,0,0,0
29518,126.6,1,1,141.74,1,0,0
29519,0,0,0,0,0,0,0
29520,35,0,27,12,0,0,0
29521,0,0,0,0,0,0,0
29522,0,0,0,0,0,0,0
29523,0,0,0,0,0,0,0
29524,0,0,0,0,0,0,0
29525,0,0,0,0,0,0,0
29526,0,0,0,0,0,0,0
29527,1,1,0,3,0,1,0
29528,27.54,22.97,138.3,25.99,7,50.81,2
29529,0,0,0,0,0,0,0
29530,0,0,0,0,0,0,0
29531,0,0,0,0,0,0,0
29532,10.07,6.06,0.99,81.38,0,2.87,0
29533,0,0,0,25.63,0,0,0
29534,0,0,0,0,0,0,0
29535,0,0,0,0,0,0,0
29536,0,0,0,0,0,0,0
29537,0,0,0,0,0,0,0
29538,0,0,0,0,0,0,0
29539,0,0,0,0,0,0,0
29540,0,0,0,0,0,0,0
29541,0,0,0,0,0,0,0
29542,4,4,0,45,0,0,0
29543,0,0,0,0,0,0,0
29544,4.42,1.45,0,12.37,0,0,0
29545,0,0,0,0,0,0,0
29546,80,73.25,41.98,79.15,2,107.12,0
29547,3.97,0,0,22.34,0,3,0
29548,17.8,0,1.02,5.89,0,2.26,0
29549,11.65,0,0,113.5,3,2.97,0
29550,0,0,0,0,0,0,0
29551,7,2,36,7,0,8,0
29552,0,0,0,0,0,0,0
29553,0,0,0,1,0,1,0
29554,0,0,0,0,0,0,0
29555,0,0,0,0,0,0,0
29556,0,0,0,0,0,0,0
29557,0,0,0,3.3,0,0,0
29558,0,0,0,0,0,0,0
29559,0,0,0,0,0,0,0
29560,0,5,31,195.88,0,0,0
29561,0,0,0,0,0,0,0
29562,0,0,0,0,0,0,0
29563,0,0,0,0,0,0,0
29564,0,0,0,0,0,0,0
29565,16.25,0.98,0,54.15,0,0.93,0
29566,8,3,0,6,0,0,0
29567,0,0,0,0,0,0,0
29568,17.95,32.92,34,393.55,0.99,82.07,0
29569,0,0,0,0,0,0,0
29570,0,0,0,0,0,0,0
29571,0,0,0,0,0,0,0
29572,0,0,0,2,0,0,0
29573,0,0,0,0,0,0,0
29574,0,0,0,0,0,0,0
29575,13,4,3.06,40.71,5,6.78,0
29576,0,0,0,0,0,0,0
29577,0,0,0,0,0,0,0
29578,0,0,0,0,0,0,0
29579,4.45,1.21,3.98,33.69,0,2.93,0
29580,6.55,0,0,2.62,1,0.74,1
29581,40.37,5.74,2.29,149.13,1.09,5.02,0
29582,0,0,0,0,0,0,0
29583,0,0,0,0,0,0,0
29584,0,0,0,0,0,0,0
29585,0,0,0,5.22,0,0,0
29586,0,0,0,0,0,0,0
29587,2,0,0,3.12,0,1,0
29588,0,0,0,0,0,0,0
29589,34,0,0,3,0,0,0
29590,0,0,0,0,0,0,0
29591,0,0,0,0,0,0,0
29592,0,0,0,0,0,0,0
29593,0,0,0,0,0,0,0
29594,1,1,0,1,0,0,0
29595,0,0,0,0,0,0,0
29596,0,0,0,0,0,0,0
29597,0,0,0,0,0,0,0
29598,0,0,0,34,0,0,0
29599,0,0,0,0,0,0,0
29600,26.58,1.7,0,118.55,0,1,0
29601,0,1,1,2,0,0,0
29602,1,0,1.88,70.48,0,1,0
29603,0,0,0,0,0,0,0
29604,0,2,2,5.88,0,0,0
29605,0,0,0,0,0,0,0
29606,0,0,0,0,0,0,0
29607,0,0,0,0.91,0,7.38,0
29608,19.67,4.19,5.2,190.95,0,65.21,0
29609,0,0,0,0,0,0,0
29610,0,0,0,0,0,0,0
29611,0,0,0,0,0,2,0
29612,0,0,0,0,0,0,0
29613,3.15,10.67,0,29.29,0,8,0
29614,3,3,1,5,0,1,0
29615,0,0,0,0,0,0,0
29616,6.16,2.94,2.23,126.19,0.94,4.87,0
29617,0,0,0,0,0,0,0
29618,0,0,0,0,0,0,0
29619,1,40,0,2,0,2,0
29620,8.89,0,0,26.09,0,2.98,0
29621,17.72,37.02,0,228.26,3.31,0,0
29622,0,0,1,0,0.99,0,0
29623,0,0,0,0,0,0,0
29624,1,22,0,172.11,1,80,39
29625,11,0,0,28.79,0,0,0
29626,0,0,0,4,0,0,0
29627,3,0,0,0,0,1,0
29628,0,0,0,37.09,0,309,0
29629,0,0,0,0,0,2,0
29630,0,0,0,0,0,0,0
29631,0,0,0,0,0,0,0
29632,0,0,0,0,0,0,0
29633,0,0,0,0,0,0,0
29634,0,0,0,0,0,0,0
29635,0,0,0,0,0,0,0
29636,1,0,0,0,0,0,0
29637,0,0,0,0,0,0,0
29638,0,0,0,0,0,0,0
29639,0,0,0,0,0,0,0
29640,0,0,0,0,0,0,0
29641,0,0,0,0,0,0,0
29642,0,0,0,0,0,0,0
29643,0,0,0,0,0,0,0
29644,10.55,1.77,2.14,112,1,1,0
29645,0,0,0,0,0,0,0
29646,5.5,1.81,1,4.57,0,0,0
29647,0,0,0,0,0,0,0
29648,0,0,0,1,0,0,0
29649,0,0,0,0,0,0,0
29650,0,0,0,0,0,0,0
29651,0,0,0,0,0,0,0
29652,0,0,0,0,0,0,0
29653,0,0,0,0,0,0,0
29654,0,0,0,0,0,0,0
29655,0,0,0,0,0,0,0
29656,0,0,0,0,0,0,0
29657,0,0,0,0,0,0,0
29658,56,14,5,3,0,5.09,0
29659,0,0,0,0,0,0,0
29660,0,0,0,0,0,0,0
29661,104.44,0,0,227.74,0,1,0
29662,1,0,0,0,0,0,0
29663,8.49,11.86,44,113.94,1,148.7,0
29664,0,0,0,0,0,0,0
29665,0,0,0,0,0,0,0
29666,0,0,0,1,0,0,0
29667,0,0,0,0,0,0,0
29668,0,0,0,0,0,0,0
29669,0,0,0,0,0,0,0
29670,0,2,0,1.4,0,0,0
29671,82,9,0,60,32,24,0
29672,2,1,0,72,0,24,0
29673,0,0,0,1,0,0.97,0
29674,0,0,0,0,0,0,0
29675,1,0,0,59,0,0,0
29676,0,0,0,3.72,0,0,0
29677,566.06,9,6,357.57,2,10,2
29678,184.27,1.03,0,32.78,0.98,4,0
29679,0,0,0,0,0,0,0
29680,12,2,22,58.15,0,40,0
29681,0,0,0,0,0,0,0
29682,0,0,0,0,0,0,0
29683,0,0,0,0,0,0,0
29684,0,0,0,0,0,0,0
29685,0,0,0,0,0,0,0
29686,0,0,0,0,0,0,0
29687,0,0,0,0,0,0,0
29688,0,0,0,0,0,0,0
29689,0,0,0,0,0,0,0
29690,0,0,0,0,0,0,0
29691,15.7,0,0,18.14,1,0,0
29692,10.79,1,0,29.6,3.04,12.19,0
29693,0,0,0,0,0,0,0
29694,0,0,0,0,0,0,0
29695,0,0,0,0,0,0,0
29696,0,0,0,0,0,0,0
29697,0,0,0,0,0,0,0
29698,0,2,0,0,0,0,0
29699,134.32,82.83,15.77,32.12,6,30.81,0
29700,17,0,0,0,0,0,0
29701,2,0,0,15,3,2,0
29702,539.04,0,0,83.84,0,65.99,0
29703,519.28,1,85,349.87,64,130.96,0
29704,0,0,0,0,0,0,0
29705,0,0,0,0,0,0,0
29706,0,0,0,0,0,0,0
29707,0,0,0,0,0,0,0
29708,194,6,1,12,0,2,3
29709,0,0,0,0,0,0,0
29710,0,0,0,0,0,0,0
29711,0,0,0,0,0,3,0
29712,0,0,0,32,0,1,0
29713,1,1,0,0,0,73.01,0
29714,0,0,0,0,0,0,0
29715,0,0,0,0,0,0,0
29716,0,0,0,137.71,0,50,0
29717,77.23,21.7,14.71,376.83,3.07,20.03,0
29718,1,1,0,2,0,0,0
29719,45.27,0,0,34.36,1,2.06,0
29720,7,12.92,0,57.01,0,2,0
29721,0,0,5,0,0,0,0
29722,26,0,2,6,0,2,0
29723,0,0,0,1,0,0,0
29724,0,0,0,0,0,0,0
29725,13,8,1,25,5,2,0
29726,0,0,0,0,0,0,0
29727,1,1,1,3,0,5,0
29728,37,1,3,43,0,115,0
29729,38,1,1,85,0,0,0
29730,0,0,0,0,0,0,0
29731,0,0,0,3.65,0,0,0
29732,0,0,0,0,0,0,0
29733,0,0,0,1,0,0,0
29734,2,0,0,15,0,0,0
29735,0,0,0,0,0,0,0
29736,0,0,0,0,0,0,0
29737,0,0,0,0,0,0,0
29738,6.65,0.37,1.01,50.78,0,0,0
29739,17.23,6.01,2.02,77.8,2.08,1,0
29740,0,0,0,0,0,0,0
29741,98.72,144.93,21.17,308.49,12,122.64,0
29742,4.8,3,6.4,43.52,2.97,0.98,0
29743,75.83,3,0,29.93,0,1,0
29744,115,5.01,1,12,2,2,0
29745,3,0,0,1,0,2,6.46
29746,1,0,0,48.19,0,81,0
29747,38.95,0,0,77.57,0,0,0
29748,30.35,15.54,0.9,63.4,0.97,1.01,2.53
29749,0,0,0,0,0,0,0
29750,54,1,0,118.37,0,102,0
29751,0,0,0,2,0,0,0
29752,49,0,1,36,0,87,0
29753,0,6,0,0,0,0,0
29754,0,0,0,1,0,6,0
29755,2,0,0,0,0,1,0
29756,26.22,2.99,0,110.7,0,4.73,0
29757,7,0,0,0,0,0,0
29758,306.74,126.42,271.31,73.06,1,3,0
29759,0,0,0,0,0,0,0
29760,0,0,0,0,0,0,0
29761,0,0,0,0,0,0,0
29762,0,0,0,0,0,0,0
29763,34.21,4,3,83,0,3,0
29764,0,0,0,0,0,0,0
29765,0,0,0,0,0,0,0
29766,105.69,9,10,273.2,2,246.71,0
29767,21,0,0,81.94,0,0,0
29768,1,0.97,1,2.11,0,0,0
29769,0,0,0,0,0,0,0
29770,0,0,0,0,0,0,0
29771,0,4,0,20,0,0,0
29772,0,0,0,0,0,0,0
29773,72.59,3,0,129.27,27,2,0
29774,0,0,0,0,0,0,0
29775,7.45,3.02,12.22,33.12,0,1.01,0
29776,0,0,0,0,0,0,0
29777,0,0,0,0,0,0,0
29778,14,0,0,1,0,0,0
29779,1,2,0,5,0,0,0
29780,0,0,0,0,0,0,0
29781,0,0,0,0,0,0,0
29782,0,0,0,0,0,0,0
29783,32,2,0,52.88,0,1,0
29784,5,3,1,56.17,0,0,0
29785,0,0,0,0,0,0,0
29786,0,0,0,0,0,0,0
29787,4,0,2,2,2,4,0
29788,4,1,0,127.79,1,0,0
29789,0,0,0,0,0,0,0
29790,0,0,0,0,0,0,0
29791,0,0,0,4,0,0,0
29792,0,0,0,0,0,0,0
29793,1,0,0,0,0,0,0
29794,0,0,0,0,0,0,0
29795,38.01,0,0,22.14,0,0,8
29796,0,0,0,0,0,0,0
29797,0,2,0,0,0,0,0
29798,0,0,0,0,0,0,0
29799,0,0,0,0,0,0,0
29800,0,0,0,0,0,0,0
29801,0,0,0,0,0,0,0
29802,0,0,0,0,0,0,0
29803,0,0,0,0,0,0,0
29804,0,0,0,0,0,0,0
29805,0,4,0,13.15,3,0,0
29806,2.01,17.14,50,113,0,2,0
29807,110.63,1.86,1,65.85,0,0,0
29808,0,0,0,0,0,0,0
29809,249.45,47,3,6,0,0,0
29810,0,0,0,0,0,0,0
29811,0,0,0,0,0,0,0
29812,9,5,0,6,3,5,0
29813,0,0,0,0,0,0,0
29814,0,0,0,0,0,0,0
29815,0,0,0,0,0,0,0
29816,0,0,0,0,0,0,0
29817,0,0,0,0,0,0,0
29818,0,0,0,0,0,0,0
29819,0,0,0,0,0,0,0
29820,0,0,0,0,0,0,0
29821,0,0,0,0,0,0,0
