gene_id,235-1_P_273,235-1_M_265,235-1_N_257,235-1_T_281,235_P_225,235_M_217,235_N_209,235_T_233
29322,0,0,0,0,0,0,0,0
29323,7.13,5.17,7.82,3.1,8.13,9.48,6.11,3.5
29324,0,0,0,0,0,0,0,0
29325,0,0,0,0,0,0,0,0
29326,0,0,0,0,0,0,0,0
29327,0,0,0,0,0,0,0,0
29328,0,0,0,0,0,0,0,0
29329,0,0,0,0,0,0,0,0
29330,0,0,0,0,0,0,0,0
29331,0,0,0,0,0,0,0,0
29332,0,0,0,0,0,0,0,0
29333,3.43,0.6,0.56,63.87,5.06,17.06,0.47,48.6
29334,0,0,0,0,0,0,0,0
29335,0,0,0,0,0,0,0,0
29336,0,4.6,0,0,0,5.23,0,0
29337,0,0,0,0,0,0,0,0
29338,0,0,0,0,0,0,0,0
29339,0,0,0,0,0,0,0,0
29340,0,1.36,0,0.26,1.96,0,0,0
29341,5.79,5.1,2.85,3.21,1.49,19.67,7.19,28.15
29342,0,0,0,0.98,0,0,0,0
29343,4.68,7.28,0.77,0.73,0.29,3.78,14.78,2.82
29344,0,0,0,0,0,0,0,0
29345,12.95,18.25,1.73,4.05,11.77,6.36,2.05,3.83
29346,4.45,0,0,0,1.96,0,0,5.77
29347,0,0,0,0,0,0,0,0
29348,0,0,0,0,0,0,0,0
29349,0,0,0,0,0,0,0,0
29350,0,0,0,0,0,0,0,0
29351,0,0,0,0,0,0,0,0
29352,0,0,0,0,0,0,0,0
29353,0,0,0,0,0,0,0,0
29354,0,0,0,0,0,0,0,0
29355,0,0,0,0,0,0,0,0
29356,0,0,0,0,0,0,0,0
29357,0,0,0,0,0,0,0,0
29358,0,0,0.57,0,0,0,0,0
29359,0,0,0,0,0,0,0,0
29360,0,0,0,0,0,0,0,0
29361,0,0,0,0,0,0,0,0
29362,0,0,0,0,0,0,0,0
29363,0,0,0,0,0,0,0,0
29364,0,0,0,0,0,0,0,0
29365,0,0,0,0,0,0,0,0
29366,0,5.52,2.03,0.42,8.62,3,4.37,3.83
29367,0,0,0,0,0,0,0,0
29368,0,0,0,0,0,0,0,0
29369,0,1.25,21.13,4.46,5.02,5.46,0,19.41
29370,0,0,0,0,0,0,0,0
29371,0,0,0,0,0,0,0,0
29372,0,0,0,0,0,0,0,0
29373,0.67,0,0.25,0.32,0,17.15,1.31,1.49
29374,70.83,26.51,26.07,141.86,71.21,73.64,38.9,138.78
29375,0,1.22,0.18,2.44,7.21,0.8,0,1.09
29376,0,0.49,0.22,0.95,1.06,0.66,0.62,3.38
29377,0,0,0,0,6.86,0,0,0
29378,0,0,0,0,0,0,0,0
29379,0,0,0,0,0,0,0,0
29380,0,0,0,0,0,0,0,0
29381,0,0.35,0.17,0,0.53,0,0,0.35
29382,0,0,0,0,0,0,0,0
29383,1.51,3.89,1.55,13.94,5.64,5.38,11.98,12
29384,0,0,0,0,0,0,0,0
29385,12.69,27.37,10.84,16.66,27.17,19.63,13.17,13.25
29386,7.91,0,0,0,0,12.25,1.45,0
29387,0,0,0,0,0,0,0,0
29388,0,0,1.13,0,1.39,5.17,0,5.98
29389,0,0,0,0,0,0,0,0
29390,0,0,0,0,0,0,0,0
29391,0,0,0,0,0,0,0,0
29392,0,0,0,0,0,0,0,0
29393,0,0,0,0,0,0,0,0
29394,0.81,0,0,0.46,0.49,0.55,0,0
29395,0,0,0,0,0,0,0,0
29396,0,0,0,0,0,0,0,0
29397,0,0,0,0,0,0,0,0
29398,0,1.31,0.72,2.76,0.74,5.67,1,6.99
29399,0,0,0,0,0,0,0,0
29400,0,0,0,2.04,0,0,0.36,21.89
29401,0,0,0,0,0,0,0,0
29402,0,0,0,0,0,0,0,0
29403,0,0,0,0,0,0,0,0
29404,0,0,0,0,0,0,0,0
29405,14.54,0,1.02,2.64,15.74,25.78,8.79,10.45
29406,7.13,5.57,1.13,8.3,4036.7,3.36,0,6.72
29407,0,0,0.3,0,0,0.93,0,1.83
29408,0,0,0,0,0,0,0,0
29409,0,0,0,0,0,0,0,0
29410,0,0,0,0,0,0,0,0
29411,0,0,0,0,0,0,0,0
29412,0,0,0,0,0,0,0,0
29413,0,0,0,0,0,0,0,0
29414,0,0,0,0,0.76,0,0,0
29415,0,0,0,2.2,0,0,0,0
29416,0,0,0,0,0,0,0,0
29417,0,0,0,0,0,0,0,0
29418,0,0,0,0,0,0,0,0
29419,0,0,0,0,0,0,0,0
29420,0,0,0,0,0,0,0,0
29421,0,0,0,0,0,0,0,0
29422,11.61,1.12,3.3,44.73,16.73,26.57,65.94,13.52
29423,0,0,0,0,0,0,0,0
29424,0,0,0,0,0,0,0,0
29425,0,0,0,0,0,0,0,0
29426,9.92,17.76,4.09,29.31,12.39,5.16,3.04,11.97
29427,10.7,35.49,3.86,2.9,34.87,36.36,18.46,3.17
29428,0,0,0,0,0,0,0,0
29429,0,0,0,0,0,0,0,0
29430,0,0,0,0,0,0,0,0
29431,0,0,0,0,0,0,0,0
29432,0,10.55,0.3,0.37,1.35,1.05,10.11,0.89
29433,0,0,0,0,0,0,0,0
29434,0,0,0,0.29,0.76,0,0,0
29435,0,0,0,0,0,0,0,0
29436,0,0,0,0,0,0,0,0
29437,0,0,0,0,0,0,0,0
29438,0,0,0,7.67,15.66,3.54,16.8,13.92
29439,3.04,9.71,0.56,12.81,8.95,24.62,0.4,6.44
29440,0,0,0,0,0,0,0,0
29441,0,1.72,1.28,0,2.57,8.28,1.1,8.65
29442,0,0,0,0,0,0,0,0
29443,0,0,0,0,0,0,0,0
29444,0,0,0,0,0,0,0,0
29445,0,0,0,0,0,0,0,0
29446,0,0,0,0,0,0,0,0
29447,0,0,0,0,0,0,0,0
29448,2.85,0.85,0.18,8.2,6.28,10.42,1.12,5.6
29449,0,0,0,0,0,0,0,0
29450,0,0,0,0,0,0,0,0
29451,0,0,0,0,0,0,0,0
29452,0,0,0,0,0,0,0,0
29453,0,0,0,0,0,0,0,0
29454,0,0,0,0,0,0,0,0
29455,0,0,0,0,0,0,0,0
29456,0.83,0,0,15.08,0.64,14.86,0,42.08
29457,14.36,13.11,9.9,5.18,11.44,18.33,11.01,8.39
29458,0,0,0,0,0,0,0,0
29459,0,3.14,10.23,1.14,0.35,16.07,1.16,1.95
29460,0,0.58,0.29,13.28,0.46,1.3,0.16,0.99
29461,0,0.25,0.56,0.47,0.06,0,0.2,0.6
29462,0,0,0,0,0,11.12,0,0
29463,15.03,3.06,2.27,9.67,0.63,29.64,6.43,9.41
29464,55.8,126.41,35.5,27.93,47.25,39.23,208.98,41.24
29465,0,0,0,0,0,0,0,0
29466,8.49,5.2,2.54,15.34,8.35,106.07,2.16,13.93
29467,46.5,110.89,6.29,40.46,120.43,139.49,27.98,46.91
29468,0,0,0,0,0,0,0,0
29469,0,0,0,0,0,0,0,0
29470,0,0,0,0,0,0,1.73,0
29471,0,0,0,0,0,0,0,0
29472,0,0,0,0,0,0,0,0
29473,0,0,0,0,0,0,0,0
29474,0.41,0,0,0,0,0,0,0
29475,0,0,0,0,0,0,0,0
29476,0,0,0.48,0,0,0,0,0
29477,0,0,0,0,0,0,0,0
29478,0,0,0,0,0,0,0,0
29479,0,0,0,0,0,0,0,0
29480,0,0,0,0,0.09,0,0,0
29481,21.33,8.29,10.53,10.87,31.24,12.44,21.17,35.22
29482,15.73,4.79,4.77,3.43,15.75,14.88,20.67,3.8
29483,70.17,27.02,23.15,14.81,34.94,45.84,17.97,7.81
29484,2.22,0.37,1.51,1.17,0.34,0.5,0,0
29485,0,0,0,0,0,0,0,0
29486,0,0,0,0,0,0,0,0
29487,0.63,0,1.6,2.82,1.5,2.55,6.1,3.81
29488,22.99,4.01,0.66,14.23,5.63,7.27,2.19,8.38
29489,0,1.47,0,1.79,2.02,0,6.44,0
29490,0,0,0,0,0,0,0,0
29491,0,0,0.3,0.92,1.21,1.04,0,0
29492,0,0,0,0,0,0,0,0
29493,0,0,0,0,0,0,0,0
29494,0,0,0,0,0,0,0,0
29495,25.49,0.77,2.65,2.54,7.18,0,0,7.12
29496,0,6.82,1.15,17.32,0,0,0,11.97
29497,0,0,6.69,8.7,0,0.25,0,0.34
29498,0,0,0,0,0,0,0,0
29499,0,0,0,0,0,0,0,0
29500,0,10.43,0,2.79,1.72,0,4.72,14.82
29501,4.65,32.19,20.95,10.87,21.83,31.29,3.55,18.73
29502,0.56,0,0,2.35,0.31,4.52,0.29,9.58
29503,0,0,0,0,0,0,0,0
29504,0,0,0,0,0,0,0,0
29505,0,0,0,0,0,0,0,0
29506,0,0,0,0,1.58,0,0,0.8
29507,1.05,0.86,0.33,1.45,3.27,1.19,0,0.81
29508,0.21,0,0.08,2.71,1.24,0,0.2,0.68
29509,11.89,6.12,4.81,7.3,10.87,7.31,14.42,7.32
29510,0,0,0,0,0,0,0,0
29511,0,0,0,0,0,0,0.33,0
29512,0,0,0,0,0,0,0,0
29513,0,0,0,0,0,0,0,0
29514,0,0,0,0,0,0,0,0
29515,0.63,0.93,0.17,2.43,1.1,1.09,2.41,1.69
29516,0,5.53,0,2.22,2.28,5.71,28.59,11.42
29517,1.82,4.76,3.69,7.46,9.22,0,6.9,0.32
29518,6.54,5.33,9.25,4.86,12.24,8.04,19.7,2.97
29519,0,0,0,0,0,0,0,0
29520,1.22,3.1,1.4,2.83,0.79,4.12,0,6.23
29521,0,0,0,0,0,0,0,1.06
29522,0,0,0,0,0,0,0,0
29523,0,0,0,0,0,0,0,0
29524,0,0,0,0,0.15,0.46,0,9.87
29525,0,0,0,0,0,0,0,0
29526,0,0,0,0,0,0,0,0
29527,0.63,3.61,9.22,14.64,6.45,21.63,2.63,8.31
29528,94.47,33.85,26.17,43.03,20.21,113.87,43.36,37.8
29529,0,0,0,0,0,0,0,0
29530,0,0,0,0,0,0,92.31,0
29531,0,0,0,0,0.16,0,0,0
29532,2.67,3.11,1.13,2.2,9.82,3.3,5.26,1.97
29533,0.25,1.16,0.55,2.25,2.75,1.86,0.53,0.85
29534,0,0,0,0,0,0,0,0
29535,0,0,0,0,0,0,0,0
29536,0,0,0,0,0,0,0,0
29537,0,0,0,0,0,0,0,0
29538,0,0,0,0,0,0,0,0
29539,0,0,0,0,0,0,0,0
29540,0,0,0.46,0,0,0,0,0
29541,0,0,0,0,0,0,0,0
29542,24.08,17.14,10.82,7.86,2.47,13.41,0,4.38
29543,0,0,0,0,0,0,0,0
29544,0.7,1.61,1.18,5.08,7.06,5.44,1.35,2.98
29545,0,0,0,0,0,0,0,0
29546,498.94,335.23,40.81,341.44,108.42,156,13.34,186.79
29547,6.52,3.03,0.84,6.8,7.17,30.61,5.54,4.11
29548,0.47,1.42,0.25,1.52,2.4,0.12,0.56,0.89
29549,10.05,11.18,1.87,12.71,6.77,12.93,9.06,9.42
29550,0,0,0,0,0,0,0,0
29551,2.06,6.71,5.51,13.26,1183.6,12.88,28.89,16.37
29552,3.4,0,0,5.93,7.91,1.31,0.9,3.47
29553,45.55,8.78,0.59,21.68,11.33,29.78,0.75,22.12
29554,0,0,0,0,0,0,0,0
29555,0,0,0,0,0,0,0,0
29556,0,0,0,0,0,0,0,0
29557,0,0,0,0,0,0,0,0
29558,0,0,0,0,0,0,0,0
29559,0,0,0,0,0,0,0,0
29560,14.16,40.48,7.05,7.82,4.55,12.41,57.31,5.09
29561,0,0,0,0,0,0,0,0
29562,0,0,0,0,0,0,0,0
29563,0,0,0,0,0,0,0,0
29564,0,0.61,0,42.75,0.18,0,0,34.52
29565,0.71,3.81,0.26,5.59,2.27,3.53,1.47,3.46
29566,2,0,0,2.75,5.21,0,0,9.25
29567,0,0,0,0,0,0,0,0
29568,28.88,37.16,11.2,31.63,45.95,83.13,8.85,61.23
29569,0,0,0,0,0,0,1.91,0
29570,0,0,0,0,0,0,0,0
29571,0,0,0,0,0,0,0,0
29572,0,0,0,0,0.68,0,0,0
29573,0,0,0,0,0,0,0,0
29574,0,0,0,0,0,0,0,0
29575,20.36,12.36,1.76,7.54,9.28,17.2,4.84,7.25
29576,0,0,0,0,0,0,0,0
29577,0,0,0,0,0,0,0,0
29578,0,0,0,0,0,0,0,0
29579,11.16,2.53,1.6,7.58,19.08,6.94,2.06,8.03
29580,1.29,1.63,0.72,1.64,2.83,6.05,3.17,5.58
29581,0.99,4.1,1.03,4.76,6.26,5.06,2.76,3.81
29582,0,0,0,0,0,0,0,0
29583,0,0,0,0,0,0,0,0
29584,0,0,0,0,0,0,0,0
29585,0,0,0,0,0,0,0,0
29586,0,0,0,8.94,0,0,0,0
29587,7.81,3.54,3.97,21.37,7.39,10.99,1.48,32.99
29588,0,0.73,0,0,0,5.68,0,1.9
29589,0,7.79,0.81,1.78,0,0,0,0
29590,0,0,0,0,0,0,0,0
29591,0,0,0,0,0,0,0,0
29592,0,0,0,0,0,0,0,0
29593,0,0,0,0,0,0,0,0
29594,0,2.31,0,0.11,1.75,2.09,0,2.06
29595,0,0,0,0,0,0,0,0
29596,0,0,0,0,0,0,0,0
29597,0,0,0,0,0,0,0,0
29598,2.44,1.74,0,22.69,1.3,10.09,0.64,12.1
29599,0,0,0,0,0,0,0,0
29600,1.45,2.19,1.03,5.14,2.43,4.87,3.99,8.63
29601,1.4,8.16,0.39,18.38,10.74,14.64,12.32,0
29602,32.05,18.09,2.62,10.54,3.73,5.61,2.92,4.34
29603,0,0,0.22,0,0,0,0,0
29604,1.61,1.44,0.16,4.88,6.72,20.04,1.51,2.49
29605,1.05,0,0,1.22,1.18,3.51,0,0
29606,0,0,0,0.76,1.06,0.91,5.86,4.82
29607,0,0.93,6.46,1.6,0.49,1.27,0,2.15
29608,5.46,10.58,2.66,7.71,6.34,14,2.03,25.46
29609,0,0,0,0,0,4.52,1.37,0
29610,0,0,0,0,0,0,0,0
29611,0,0,0,0,1.31,0,0,0
29612,0,0,0,0,0,0,0,0
29613,1.1,2.78,1.92,6.3,1.51,1.99,2.02,9.57
29614,11.65,1.19,0,7.79,2.18,30.04,0,0
29615,0,0,0,0,0,0,0,0
29616,0.3,2.43,1,1.97,3.77,5.18,3.36,2.11
29617,0,0,0,0,0,0,0,0
29618,0,0,0,0,0,0,0,0
29619,1.26,0.26,1.67,1.04,0,10.19,0,0
29620,1.08,3.46,0.58,2.59,7.3,3.27,0,3.28
29621,5.24,7.23,2.28,5.83,10.63,9.02,4.19,5.79
29622,2.54,0,0,1.84,0,0,0,0.42
29623,0,0,0,0,0,0,0,0
29624,11.31,23.49,1.45,4.37,12.31,27.43,1.08,12.26
29625,1.64,6.03,0.71,5.85,2.89,4.68,2.49,4.24
29626,0.32,2.31,0,1.21,2.93,0,0,0
29627,0,0.06,0,3.4,1.37,0,0,0
29628,0,6.13,0.82,10.94,1.14,2.26,1.63,9.29
29629,2.07,0,2.48,0,0.26,0,0,3.04
29630,0,0,0,0,0,0,0,0
29631,0,0,0,0,5.54,0,0,0
29632,0,0,0,0,0.24,0,0,0
29633,0,0,0,0,0,0.54,0,0
29634,0,0,0,0,0,0,0,0
29635,0,0.31,0.83,3.98,0.13,7.93,0,2.2
29636,1.85,0.65,0,0,4.9,0,0,0
29637,0,0,0,0,0,0,0,0
29638,0,0,0,0,0,0,0,0
29639,0,0,0,0,0,0,0,0
29640,0,0,0,0,0,0,0,0
29641,0,0,0,0,0,0,0,0
29642,0,0,0,0,0,0,0,0
29643,0,0,0,0,0,0,0,0
29644,2.52,3.14,6.36,7.58,7.13,5.51,4.11,4.62
29645,0,0,0,0,0,0,0,0
29646,1.09,4.26,0.28,4.27,2.39,6.49,1.22,8.7
29647,0,0,0,0,0,0,0,1.09
29648,0,0.2,0.13,2.86,0.68,0,0.41,0.19
29649,0,0,0,0,0,0,0,0
29650,0,0,0,0,0,0,0,0
29651,0,0,0,0,0,0,0,0
29652,0,0,0,0,0,0,0,0
29653,0,0,0,0,0,0,0,0
29654,0,0,0,0,0,0,0,0
29655,0,0,0,0,0,0,0,0
29656,0,0,0,0,0,0,0,0
29657,0,0,0,0,0,0,0,0
29658,214.97,65.1,8.2,8.87,63.8,66.3,8.3,92.86
29659,0,0,0,0,0,0,0,0
29660,0,0,0,0,0,0,0,0
29661,7.1,28.39,7.6,18.32,3.51,14.4,1.47,35.2
29662,0,0,0,0.69,0,0,0,0
29663,9.49,54.24,8.92,24.68,13.02,27.82,15.31,17.17
29664,0,0,0,0,0,0,0,0
29665,0,1.27,0,0.48,0.08,0.58,0,0
29666,1.06,1.94,0.14,0,0.39,0.4,0.37,0
29667,0,0,0,0,0,0,0,0
29668,0,0,0,0,0,0,0,0
29669,0,0,0,0,0,0,0,0
29670,1.37,4.83,4.27,8.16,1.84,14.55,6.43,1.78
29671,48.19,18.26,9.28,22.7,14.79,29.63,8.2,27.49
29672,8.56,48.39,2.26,20.91,16.68,6.35,0.39,15.88
29673,0,0,0,3.19,0,0,0,0
29674,0,0,0,0,0,0,0,0
29675,0,18.06,0,0,0,24.99,0,0
29676,0.48,0,0.15,5.16,2.2,0,0,0.27
29677,25.78,51.87,2.09,12.39,27.34,143.05,16.16,37.03
29678,45.38,21.91,4.24,64.97,20.37,124.1,39.12,45.89
29679,0,0,0,0,0,0,0,0
29680,31.67,96.6,6.19,42.96,24.63,47.71,40.69,28.28
29681,0,0,0,0,0,0,0,0
29682,0,0,0,0,0,0,0,0
29683,0,0,0,0,0,0,0,0
29684,0,0,0,0,0,0,0,0
29685,0,0,0,0,0,0,0,0
29686,0,0.88,0,0,0,0,0.75,0
29687,0,0,0,0,0,0,0,0
29688,0,0,0,0,0,0,0,0
29689,0,0,0,0,0,0,0,0
29690,0,0,0,0,0,0,0,0
29691,1.59,12.26,1.36,12.14,22.08,3.94,2.59,5.8
29692,2.83,13.62,0.93,52.52,11.29,11.08,4.99,6.05
29693,0,0,0,0,0,0,0,0
29694,0,0,0,0,0,0,0,0
29695,0,0,0,0,0,0,0,0
29696,0,0,0,0,0,11.87,0,7.73
29697,0,0,0,0.32,0,0,0,0.25
29698,0,0,0,0,0,0,0,0
29699,27.92,33.62,6.37,38.46,35.79,30.81,23.07,102.57
29700,0,3.09,1,2.03,0,0.9,0,0
29701,0,6.38,4.79,5.58,1.19,0,0,8.33
29702,0,0,0,0,0,0,0,0
29703,53,333.58,10.94,278.42,88.16,524.14,247.2,264.67
29704,0,0,0,0,0,0,0,0
29705,0,0,0,0,0,0,0,0
29706,0,0,0,0,0,0,0,0
29707,0,0,0,0,0.05,0,0,0
29708,0,1.4,0,12.72,0.66,0,0,10.04
29709,0,0,0,0,0,0,0,0
29710,0,0,0,0,0,0,0,0
29711,3.77,5.79,2.53,2.06,0.19,5.67,4.18,9.55
29712,16.88,44.55,0.54,33.46,5.01,3.37,11.36,0.96
29713,31.37,15.19,0.34,14.62,11.78,23.64,7.52,35.78
29714,0,0,0,0,0,0,0,0
29715,0,0,0,0,0,0,0,0
29716,0,1.82,0,6.75,0.67,8.86,1.2,5.06
29717,27.42,35.56,16.18,61.31,53.65,59.62,54.04,59.05
29718,0,2.35,2.36,0,0,4.79,3.74,0
29719,4.53,6.37,1.63,10.63,2.69,0,4.57,14.42
29720,25.46,14.55,0.66,52.9,24.85,18.55,14.92,3.99
29721,0.58,0.48,2.37,4.6,0.48,6.49,4.86,20.61
29722,28.21,21.23,19.41,15.32,8.75,28.64,28.87,39.87
29723,0,0,1.93,3.96,1.51,16.96,0,0
29724,0,0,0,0,0,0,0,0
29725,28.42,62.17,0.81,0.81,2.43,53.2,1.07,66.24
29726,0,0,0,0,0,0,0,0
29727,1.52,161.13,16.31,6.18,5.94,95.55,10.13,43.87
29728,38.45,32.18,19.12,68.07,28.48,32.36,59.99,56.72
29729,9.94,17.54,4.19,16.74,7.27,18.04,30.85,12.9
29730,0,0,0,0,0,0,0,0
29731,18.06,7.25,6.02,4.02,6.11,18.61,5.29,14.37
29732,0,0,0,0,0,0,0,0
29733,0,0,0,0,0,0,0,0
29734,6.01,8.01,12.92,11.54,20.05,4.19,1.57,31.08
29735,0,0,0,0,0,0,0,1
29736,0,0,0,0,0,0,0,0
29737,0,0,0,0,0,0,0,0
29738,3.99,10.68,10.65,2.93,13.94,2.93,11.17,3.35
29739,4.26,8.3,2.32,6.98,8.87,8.34,3.14,9.15
29740,0,0,0,0,0,0,0,0
29741,67.15,136.27,11.3,75.26,93.12,164.97,104.6,123.82
29742,13.5,6.01,4.95,43.48,9.47,14.96,0.73,8.86
29743,145.13,50.66,244.35,70.52,5.85,134.09,5.37,15.21
29744,210.59,94.62,52.25,131.63,96.87,185.4,45.99,51.1
29745,0.66,0,1.63,5.99,1.04,0.74,0,0.96
29746,10.57,83.38,10.6,22.15,41.92,92.02,9.6,31.44
29747,4.61,2.2,0.33,0.65,1.28,2.01,1.65,2.48
29748,6.37,36.07,5.56,10.72,16.44,14.01,7.62,5.68
29749,0,0.06,0.1,0.32,0,0,0.4,0
29750,21.86,2.05,7.73,15.16,7.02,0.53,1.05,27.4
29751,0,0,0,9.84,0,6.88,79.85,0
29752,0.29,0.93,3.59,6.96,0.9,6.05,32.86,10.7
29753,3.91,0,0.96,0,0,0,0.91,0
29754,13.79,0,5.35,18.18,14.5,2.89,8.99,0
29755,0,0.93,0.63,0.24,1.57,0,0.9,3.58
29756,19.23,14.89,28.24,19.28,38,13.94,12.31,16.86
29757,0,30.85,7.34,5.37,11.3,0,0,0
29758,29.34,61.44,38.57,62.56,26.28,92.48,67.82,88.33
29759,1.26,0,0.45,0,2.74,2.67,0,0
29760,0,0,0,0,0,0,0,0
29761,0,0,0,0.13,0,0,0,0
29762,1.04,0,0,0,0,0,0,0
29763,29.93,33.67,29.59,39.66,48.72,55.86,66.37,41.68
29764,0,0,0,0,0,0,0,0
29765,0,0,0,0,0,0,0,0
29766,96.23,99.95,108.18,217.55,107.43,90,65.37,187.66
29767,0,6.82,3.14,11.74,95.79,15.37,22.96,5.74
29768,0,1.55,3.83,4.18,2.56,12.56,5.45,3.9
29769,0,0,0,0,0,0,0,0
29770,0,0,0,0,0,0,0,0
29771,0,0.44,0,0,0.2,3.57,0,0
29772,0,0,0,0.5,0,0,0,0
29773,32.88,20.23,15.1,13.99,4.9,13.48,17.67,2.71
29774,0,0,0,0,0,0,0,0
29775,0.98,7.75,0.57,2.77,4.76,4.26,2.4,7.11
29776,0,0,1.07,0,0,0,0,0
29777,0,0,0,0,0,0,0,0
29778,13.18,4.76,0.85,1.77,0.96,12.53,1.99,0
29779,14.92,8.37,5.14,17.54,9.11,32.23,4.4,10.93
29780,0,0,0,1.74,0,0,2.32,0
29781,0,0,0,0,0,0,0,0
29782,0,0,0.2,0,0,0,0,0
29783,11.45,0.68,0.91,11.5,22.44,4.65,0,0
29784,3.9,7.81,0.3,1.99,3.53,10.81,0,4.15
29785,0,10.22,0,0,10.82,0,4.29,0
29786,0,0,0,0,0,0,0,0
29787,19.32,2.04,0.3,9.4,35.6,13.95,0.86,1.22
29788,0,0,0,11.47,0.98,5.44,0,0
29789,0,0.53,0.23,4.76,0,4.5,1.34,0.47
29790,0,0,0,0,0,0,0,0
29791,0.48,0.66,0,0.44,0,0,0,1.38
29792,0,0,0,0,0,0,0,0
29793,0,0,0,0.61,0,0,0,4.34
29794,0,0.45,0,0,0,0,0,0
29795,0.42,5.6,0.31,4.18,1.33,1.19,0,8.59
29796,0,0,0,3.43,0,0,0,0
29797,1.02,0,0,0.48,3.94,13.79,4.85,7.25
29798,0,0,0,0,0,0,0,0
29799,0.14,0.12,0,5.2,0,0.16,0,3.54
29800,0,0,0,0,0,0,0,0
29801,0,0,0,0,0,0,0,0
29802,0,0,0,0,0,0,0,0
29803,0,0,0,0,0,0,0,0
29804,0,0,0,0,0,0,0,0
29805,1.66,0,0,0.76,1.38,0,0,2.42
29806,3.17,0.15,0.69,8.92,0.68,1.25,34.67,1.73
29807,12.73,11.59,0.65,7.69,1.11,5.75,14.91,20.95
29808,0,0,0,0,0,0,0,0
29809,0.53,0.2,3.41,1.77,3.3,3.73,2.38,0.97
29810,0,0,0,0,0,0,0,0
29811,0,0,0,0,0,0,0,0
29812,0,1.02,0,12.74,16.34,24.68,2.87,18.28
29813,0,0,0,0,0,0,0,0
29814,2.8,0,0,0,0,0,0,0
29815,0,0,0,0,0,0,0,0
29816,0,0,0,0,0,0,0,0
29817,0,1.85,0.83,0,0.45,0,0,2.35
29818,0,0,0,0,0,0,0,0
29819,0,0,0,0,0,0,0,0
29820,0,0,0,0,0,0,0,0
29821,0,0,0,0,0,0,0,0
29822,0,0,0,0,0,0,0,0
29823,0,0,0,0,0.15,0,0,0
29824,0,0,0,0,0,0,0,0.64
29825,3.36,1.84,0,0.47,5.27,31.05,0,2.05
29826,0,0,0,0,0,0,0,0
29827,16.71,0,0,5.75,0,0.76,0,1
29828,70.25,27.32,32.39,74.84,5.99,53.4,89.86,67.39
29829,2.34,0.64,0,1.2,2.01,0,8.56,0.97
29830,0,7.2,0.97,3.45,4.1,11.64,2.9,4.75
29831,0,0,0,0,0,0,0,0
29832,198.85,1169.92,128.71,621.04,286.13,651.53,272.22,1046.91
29833,3.71,1.96,0.71,25.81,5.3,5.76,0,4.39
29834,0.86,4.41,0.32,1.12,1.12,1.13,0.95,0.87
29835,0,1.61,0,0,0,0,0,0
29836,19.38,20.7,1.93,21.9,13.06,15.8,16.29,3.85
29837,58.37,50.83,33.74,12.47,35.69,36.68,49.11,37.76
29838,17.76,0,0,0,0,1.52,5.64,0
29839,14.51,28.04,0.35,46.49,5.01,157.11,4.55,7.86
29840,6.07,8.79,1.16,11.89,20.69,5.35,15.5,10.3
29841,0,0,0,0,0,0,0,0
29842,20.82,11.09,1.89,6.28,7.5,0,5.37,11.01
29843,0,0,0,0,0,0,0,0
29844,6,8.38,4.58,7.66,3.58,11.41,17.03,13.97
29845,2.48,1.98,6.83,3.06,5.05,6.69,12.86,0.76
29846,0.6,5.35,2.19,0.83,1.56,0.67,0,0
29847,0,0,0,0,0.39,0,0,0
29848,0,0,0,0,0,0,0,0
29849,13.74,18.72,4.17,19.05,3.28,21.38,11.5,47.38
29850,0,0,0,0,0,0,0,0
29851,10.14,0,0,1.18,4.92,0,0,0.58
29852,0,165.25,0,0,0,0,4.85,0
29853,5.66,7.83,3.29,15.92,14.24,13.05,20.61,10.9
29854,0,0,98,0,84.69,0,0,0
29855,27.57,26.65,0,1.88,10.56,32.14,0,50.84
29856,0,0,0,0,0,0,0,0
29857,0,0,0,0,0,0,0,0
29858,0,0,0,0,0,0,0,0
29859,3.96,0.91,0,1.17,0,1.79,0,1.85
29860,34.58,1.13,1.5,21.67,45.96,63.21,0,27.22
29861,5.97,14.13,1.31,13.32,6.71,2.59,0.43,6.63
29862,0,0,0,0,0,0,0,0
29863,0,0,0,0,0,0,0,0
29864,4.4,4.81,0.34,1.67,2.74,9.83,0.71,1.28
29865,3.98,0,0.58,4.99,1.05,2.33,5.8,3.07
29866,0,15.37,2.86,14.98,0.74,1.48,0.28,4.51
29867,0,0,0,0,0,0,0,0
29868,0.32,14.93,1.63,6.02,1.68,3.08,1.69,3.44
29869,0,0,0,0,0,0,3.4,0
29870,2.79,6.39,2.06,9.19,10.78,21.23,5.27,11.82
29871,41.57,82.47,4.55,2.66,18.08,32.54,8.53,1.76
29872,0,0,0,0,0,0,0,0
29873,45.52,0,3.92,9.86,8.24,0,1.38,9.9
29874,30.14,14.7,8.29,33.05,25.67,8.35,7.14,24.82
29875,0,0,0,0,0,0,0,0
29876,0,0,0,0,0,0,0,0
29877,0,0,0,0,0,0,0,0
29878,0,0,0,0,0,0,0,0
29879,0,0,0,0,0,0,0,0
29880,0.69,0.28,0,1.37,5.07,0.7,0.36,1.61
29881,0,0,0,6.14,0.23,0,0,2.56
29882,6.67,2.6,0,2.67,1.99,5.52,3.7,7.25
29883,35.7,1.62,0,2.73,21.31,11.08,0,20.22
29884,0,0,0,0,0,0,0,0
